#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:2021-03-21_OMPuniprot_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:2021-03-21_OMPuniprot_muscle" name="distribution" x="@birthRate.t:2021-03-21_OMPuniprot_muscle">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:2021-03-21_OMPuniprot_muscle" name="distribution">
#            <parameter id="gammaShape.s:2021-03-21_OMPuniprot_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@2021-03-21_OMPuniprot_muscle" id="treeLikelihood.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:2021-03-21_OMPuniprot_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:2021-03-21_OMPuniprot_muscle" shape="@gammaShape.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2021-03-21_OMPuniprot_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2021-03-21_OMPuniprot_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:2021-03-21_OMPuniprot_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">0.5</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape	YuleModel	birthRate
99000	-54925.84318545813	-54717.98481397601	-207.85837148211982	-54717.98481397601	9.669164752506559	3.314043068219064	-204.54432841390076	0.5079539399620895
100000	-54919.51985034522	-54717.59139992818	-201.92845041704524	-54717.59139992818	9.697705573819766	3.314043068219064	-198.61440734882618	0.582964562340065
101000	-54937.041679366564	-54725.29437735053	-211.747302016032	-54725.29437735053	10.833150313952826	3.314043068219064	-208.43325894781293	0.5306782956965029
102000	-54938.81951170719	-54730.134206236544	-208.6853054706413	-54730.134206236544	9.954912748036225	3.314043068219064	-205.37126240242225	0.5288437442860778
103000	-54931.454507850896	-54723.615357678325	-207.83915017257291	-54723.615357678325	10.277161234464215	3.314043068219064	-204.52510710435385	0.5411103355574907
104000	-54946.36777396247	-54730.10313437467	-216.264639587798	-54730.10313437467	10.673372573436065	3.314043068219064	-212.95059651957894	0.5910245261929685
105000	-54944.510942635156	-54734.807125407824	-209.7038172273288	-54734.807125407824	10.548101681216789	3.314043068219064	-206.38977415910975	0.46255813255024225
106000	-54944.692183371866	-54730.909985338614	-213.78219803325035	-54730.909985338614	10.43932842597947	3.314043068219064	-210.4681549650313	0.5326886535320073
107000	-54941.79391038661	-54733.44272117996	-208.35118920664814	-54733.44272117996	9.708259749811086	3.314043068219064	-205.03714613842908	0.6872204708200669
108000	-54933.2246813794	-54725.63281273921	-207.59186864018523	-54725.63281273921	9.91904492386075	3.314043068219064	-204.27782557196616	0.4756939601993656
109000	-54951.73932395264	-54745.68207074286	-206.05725320977936	-54745.68207074286	9.890382123241446	3.126650633257226	-202.93060257652215	0.6055298355710219
110000	-54959.05159063414	-54747.64403861985	-211.40755201428826	-54747.64403861985	10.653601916122144	3.126650633257226	-208.28090138103104	0.5350037548140371
111000	-54962.61253545724	-54746.19390870533	-216.4186267519126	-54746.19390870533	10.928824112667565	3.126650633257226	-213.29197611865538	0.5544382667945915
112000	-54965.12473713367	-54749.050384905284	-216.07435222838924	-54749.050384905284	10.966196958456036	3.126650633257226	-212.94770159513203	0.6534684390173262
113000	-54954.94687072845	-54738.46530255926	-216.4815681691859	-54738.46530255926	11.839022582131488	3.302748347117279	-213.17881982206862	0.514170618046493
114000	-54939.7773581892	-54725.241066445386	-214.53629174381908	-54725.241066445386	11.010522007407033	3.302748347117279	-211.2335433967018	0.5411928301055581
115000	-54931.73775085929	-54721.19499619305	-210.54275466624247	-54721.19499619305	10.3081021134266	3.302748347117279	-207.2400063191252	0.6252977322174805
116000	-54939.6339331912	-54722.36489720506	-217.2690359861449	-54722.36489720506	11.20963003361451	3.302748347117279	-213.96628763902763	0.5771976531303882
117000	-54927.7190395591	-54711.7779158688	-215.94112369030503	-54711.7779158688	10.99303446228083	3.448638738250236	-212.4924849520548	0.4954119225323298
118000	-54927.94664154074	-54719.163422320664	-208.78321922007257	-54719.163422320664	10.134273822513805	3.448638738250236	-205.33458048182234	0.47134870485021413
119000	-54923.41388341119	-54717.26756549151	-206.1463179196816	-54717.26756549151	10.736087997100604	3.448638738250236	-202.69767918143137	0.5602629192594578
120000	-54937.63881743578	-54734.74911637253	-202.88970106325004	-54734.74911637253	10.306499131021745	3.448638738250236	-199.44106232499982	0.5267058739051919
121000	-54939.93833614927	-54736.29115351192	-203.64718263735438	-54736.29115351192	9.55849448324486	3.448638738250236	-200.19854389910415	0.5078455926060813
122000	-54945.925446692825	-54735.58631911402	-210.33912757880145	-54735.58631911402	10.473631943874263	3.448638738250236	-206.89048884055123	0.5073194052324209
123000	-54930.32453053774	-54718.42470227835	-211.8998282593897	-54718.42470227835	10.316485195572916	3.946826839769568	-207.95300141962014	0.6251368163512376
124000	-54927.90782176639	-54718.886624179824	-209.02119758656727	-54718.886624179824	9.996365597191284	3.946826839769568	-205.0743707467977	0.5141572906322245
125000	-54926.01308077585	-54714.27278530089	-211.7402954749546	-54714.27278530089	9.840852411479954	3.946826839769568	-207.79346863518504	0.5434391365457786
126000	-54935.806549983594	-54720.76960598908	-215.03694399451095	-54720.76960598908	10.061688364621231	3.4991105383843886	-211.53783345612655	0.4662611476507201
127000	-54928.5294354173	-54715.90945246506	-212.61998295224362	-54715.90945246506	9.851339928758543	3.4991105383843886	-209.12087241385922	0.6650593114633305
128000	-54909.63207433704	-54707.90306858225	-201.72900575478414	-54707.90306858225	9.307367050289011	3.6087240387083863	-198.12028171607577	0.6023044849766099
129000	-54937.199763413824	-54728.075179771215	-209.1245836426094	-54728.075179771215	9.63198395805856	3.8283198800165956	-205.2962637625928	0.5435279597750727
130000	-54922.97887411908	-54721.735770048224	-201.24310407085372	-54721.735770048224	9.18155093570974	3.8283198800165956	-197.4147841908371	0.5799497753769342
131000	-54907.40524818959	-54703.53721677649	-203.86803141310386	-54703.53721677649	9.158972691427369	3.8283198800165956	-200.03971153308726	0.5668485265169441
132000	-54920.11134215721	-54713.03299205134	-207.0783501058678	-54713.03299205134	10.048567534677407	3.8283198800165956	-203.2500302258512	0.7080151365715883
133000	-54930.872990035576	-54722.526020523146	-208.34696951243114	-54722.526020523146	10.75171379716786	3.692506103143738	-204.65446340928742	0.5435914514460938
134000	-54918.715403030496	-54710.92671929879	-207.78868373170425	-54710.92671929879	9.480095346382154	3.692506103143738	-204.09617762856053	0.5395631572722256
135000	-54935.99293506128	-54723.88373922	-212.10919584127933	-54723.88373922	9.844325034658985	3.692506103143738	-208.4166897381356	0.4300105189975226
136000	-54933.61459614301	-54728.91602845497	-204.69856768803777	-54728.91602845497	10.288784373044916	3.692506103143738	-201.00606158489404	0.5348016068964228
137000	-54927.950592599766	-54721.89646587328	-206.05412672648336	-54721.89646587328	10.08531328420908	3.6619950934008316	-202.39213163308253	0.5385220539503887
138000	-54929.9213199337	-54721.77731748658	-208.1440024471264	-54721.77731748658	9.940394514596132	3.6619950934008316	-204.48200735372558	0.44930789346154903
139000	-54940.41843342271	-54730.6363364644	-209.78209695831197	-54730.6363364644	9.551972018517313	3.6619950934008316	-206.12010186491113	0.6303137607047157
140000	-54933.49341000703	-54728.94382413763	-204.54958586940617	-54728.94382413763	9.289779755244256	3.6619950934008316	-200.88759077600534	0.6267799961562918
141000	-54933.610462077784	-54731.29826414583	-202.31219793195555	-54731.29826414583	9.30044528445208	4.107302509601861	-198.2048954223537	0.532281683315345
142000	-54933.87192711333	-54729.78022092018	-204.09170619314892	-54729.78022092018	9.204014910998598	4.107302509601861	-199.98440368354707	0.531855378916041
143000	-54937.57569006965	-54741.92687870819	-195.64881136145996	-54741.92687870819	8.92233841850075	4.107302509601861	-191.5415088518581	0.6956243555164907
144000	-54939.18770826668	-54733.36947646922	-205.81823179746303	-54733.36947646922	9.396243287062468	4.107302509601861	-201.71092928786118	0.5526877356023758
145000	-54948.54422755234	-54733.59579229555	-214.94843525679119	-54733.59579229555	11.275130021938718	3.251097768217442	-211.69733748857374	0.5001085063454164
146000	-54949.6066668777	-54745.49960362522	-204.1070632524753	-54745.49960362522	9.683195892718906	3.251097768217442	-200.85596548425787	0.613466683733313
147000	-54943.68027465777	-54735.65252654779	-208.02774810997704	-54735.65252654779	9.910964831150624	3.1515196489431747	-204.87622846103386	0.5536443473341455
148000	-54934.817018935035	-54726.65752488516	-208.15949404987336	-54726.65752488516	9.793008827631425	3.7582073353979473	-204.40128671447542	0.5187086143482569
149000	-54940.42216176163	-54730.82408747554	-209.59807428608528	-54730.82408747554	10.414634589661635	3.7582073353979473	-205.83986695068734	0.4738864425234338
150000	-54945.8550231534	-54741.02196425068	-204.8330589027231	-54741.02196425068	9.171694081450394	3.7582073353979473	-201.07485156732517	0.6765575541145663
151000	-54955.214014007084	-54748.11089299072	-207.1031210163629	-54748.11089299072	9.595776189415652	3.7582073353979473	-203.34491368096496	0.5536167436599698
152000	-54939.81534090198	-54735.925716692574	-203.889624209405	-54735.925716692574	9.268673656452554	3.6906777316790436	-200.19894647772597	0.5306840184558858
153000	-54935.87743652923	-54731.24221944308	-204.6352170861517	-54731.24221944308	9.900759905741083	3.6906777316790436	-200.94453935447265	0.5653710687292822
154000	-54926.31006022469	-54726.2287645133	-200.0812957113942	-54726.2287645133	9.416171776530936	3.6961369883470168	-196.3851587230472	0.6035753256416476
155000	-54930.94652511518	-54726.769075979755	-204.1774491354208	-54726.769075979755	9.472477337674723	3.6961369883470168	-200.4813121470738	0.5193652716242365
156000	-54928.19968530346	-54723.18198768494	-205.0176976185211	-54723.18198768494	9.447454984431154	3.6961369883470168	-201.3215606301741	0.48424767789359596
157000	-54930.69036625229	-54716.967692550985	-213.72267370130396	-54716.967692550985	10.347072315859343	3.6961369883470168	-210.02653671295695	0.4507938511865117
158000	-54944.64502463198	-54734.213148221526	-210.43187641045716	-54734.213148221526	10.05076074149568	3.6961369883470168	-206.73573942211016	0.5042367491913473
159000	-54955.00855515696	-54747.4091416164	-207.59941354055857	-54747.4091416164	9.983016208325964	3.6961369883470168	-203.90327655221157	0.5686559836510854
160000	-54943.2655364868	-54737.56176859488	-205.7037678919121	-54737.56176859488	9.388917020497367	4.024825221453806	-201.6789426704583	0.518655379319699
161000	-54949.41316653322	-54744.98186875299	-204.43129778022876	-54744.98186875299	9.398712313340193	4.254659107249257	-200.1766386729795	0.5943678942483659
162000	-54945.920608414875	-54737.70787491601	-208.21273349887238	-54737.70787491601	9.03623693721671	4.254659107249257	-203.95807439162311	0.6116764111254889
163000	-54945.52125318024	-54735.7278826138	-209.79337056643874	-54735.7278826138	9.563140057684988	3.579031503397635	-206.2143390630411	0.543120726459761
164000	-54945.71600022049	-54735.96454501177	-209.75145520872442	-54735.96454501177	9.992245161056124	3.579031503397635	-206.1724237053268	0.5667007091981425
165000	-54949.26652756578	-54735.761963860976	-213.50456370480427	-54735.761963860976	9.849955100779443	3.2241015005639713	-210.2804622042403	0.48558034966023816
166000	-54956.72267225926	-54733.975203472015	-222.7474687872455	-54733.975203472015	10.199185035635962	3.0344147092446705	-219.71305407800085	0.3908790921629408
167000	-54946.838109960896	-54736.91503536411	-209.9230745967836	-54736.91503536411	9.449935638014484	3.7587548340290953	-206.1643197627545	0.5504598340485164
168000	-54956.16330759394	-54737.51829340331	-218.64501419063168	-54737.51829340331	9.967095745789535	3.3295875095334746	-215.31542668109822	0.5817942918284358
169000	-54948.20693609231	-54737.744615215524	-210.462320876789	-54737.744615215524	9.612058949410399	3.3295875095334746	-207.13273336725553	0.6396442853910493
170000	-54944.86627584653	-54743.47960358193	-201.3866722645987	-54743.47960358193	9.169791461512757	3.3295875095334746	-198.05708475506523	0.6100395568050779
171000	-54956.102000392515	-54745.68088134672	-210.42111904579622	-54745.68088134672	9.966263921515486	3.3295875095334746	-207.09153153626275	0.5478838450110254
172000	-54946.77417418447	-54735.20989415975	-211.5642800247225	-54735.20989415975	9.993025229776107	3.3295875095334746	-208.23469251518904	0.5744623122788128
173000	-54947.53021134196	-54738.63873823922	-208.89147310273867	-54738.63873823922	9.49442019559958	3.3295875095334746	-205.5618855932052	0.5498748044240471
174000	-54952.76030123257	-54740.38891526625	-212.37138596631837	-54740.38891526625	10.547253595618827	3.3295875095334746	-209.0417984567849	0.49645055937173016
175000	-54947.26124986475	-54741.19449646597	-206.06675339878112	-54741.19449646597	10.239888664196153	3.6719170382818738	-202.39483636049926	0.6347728124390749
176000	-54936.37871435506	-54727.31885920016	-209.05985515490102	-54727.31885920016	9.743650482514346	3.6719170382818738	-205.38793811661915	0.6304189178342278
177000	-54937.686955335084	-54733.18938872993	-204.49756660515615	-54733.18938872993	9.779384533427379	3.6719170382818738	-200.8256495668743	0.5860929875591361
178000	-54937.68328804314	-54728.8455194125	-208.8377686306384	-54728.8455194125	10.668880815451207	3.6719170382818738	-205.16585159235655	0.5701808068139211
179000	-54939.04830536221	-54735.79597436006	-203.25233100214933	-54735.79597436006	10.093817466747037	3.6719170382818738	-199.58041396386747	0.7218147687386471
180000	-54940.453130102855	-54730.25898749711	-210.19414260574808	-54730.25898749711	10.157493182050207	3.6719170382818738	-206.52222556746622	0.5150255738443672
181000	-54940.6746592241	-54732.26050286408	-208.41415636002287	-54732.26050286408	10.198377514147154	3.6719170382818738	-204.742239321741	0.6091163527549739
182000	-54940.62600767711	-54728.40569583649	-212.22031184062064	-54728.40569583649	10.669171407086772	3.6719170382818738	-208.54839480233878	0.5525979423599354
183000	-54939.37936410759	-54729.10384204206	-210.27552206553432	-54729.10384204206	10.771114863737898	3.6719170382818738	-206.60360502725246	0.5202013534320686
184000	-54942.77838193908	-54736.041014804534	-206.73736713454682	-54736.041014804534	10.225346050927968	3.6719170382818738	-203.06545009626495	0.5657481366299448
185000	-54957.491717088196	-54742.759914890536	-214.73180219766027	-54742.759914890536	10.779288655411106	3.6719170382818738	-211.0598851593784	0.5706658937826705
186000	-54953.174329035995	-54738.35331052735	-214.82101850863958	-54738.35331052735	11.337981125891913	3.6719170382818738	-211.14910147035772	0.598645568444577
187000	-54942.930654869684	-54738.674284532666	-204.25637033701872	-54738.674284532666	9.467398297721855	3.6719170382818738	-200.58445329873686	0.5632697982908673
188000	-54949.84501491769	-54744.369403602606	-205.47561131508712	-54744.369403602606	9.464214000043727	4.157724012992568	-201.31788730209456	0.6689792896269569
189000	-54965.507318339594	-54760.55580613489	-204.95151220469785	-54760.55580613489	9.251753812610191	4.157724012992568	-200.7937881917053	0.4967459971566821
190000	-54947.91780349263	-54741.51853604319	-206.39926744943412	-54741.51853604319	10.764559957591661	3.711833782892876	-202.68743366654124	0.5008231613718916
191000	-54949.22874191506	-54745.40294225321	-203.82579966184807	-54745.40294225321	9.411301747881694	3.711833782892876	-200.11396587895518	0.6262438977675183
192000	-54943.371189973725	-54738.00626460993	-205.36492536379586	-54738.00626460993	9.882880772981979	3.711833782892876	-201.65309158090298	0.5549253981956337
193000	-54949.051609897564	-54742.18682458572	-206.86478531184477	-54742.18682458572	9.600587244873573	3.711833782892876	-203.1529515289519	0.49008702543170474
194000	-54938.80195699788	-54733.85906882641	-204.9428881714738	-54733.85906882641	9.575510953400423	3.711833782892876	-201.23105438858093	0.5351504343477999
195000	-54939.79305401755	-54733.924247168274	-205.86880684927547	-54733.924247168274	10.892658707746072	3.711833782892876	-202.1569730663826	0.5506499948951383
196000	-54939.479487595345	-54729.82674208804	-209.6527455073104	-54729.82674208804	11.311110799585387	3.7934506685389433	-205.85929483877146	0.4838990711483916
197000	-54952.63411898796	-54742.96267777918	-209.6714412087802	-54742.96267777918	9.772663231349467	3.7934506685389433	-205.87799054024126	0.6544390294029601
198000	-54947.62375636677	-54738.54483974269	-209.07891662407897	-54738.54483974269	9.810981123840927	3.7934506685389433	-205.28546595554002	0.5533192663756606
199000	-54944.099985645895	-54736.661298777566	-207.43868686833073	-54736.661298777566	9.738628639546626	3.7934506685389433	-203.64523619979178	0.5174962133237164
200000	-54951.25521409093	-54743.41839096932	-207.83682312161284	-54743.41839096932	10.212460243846097	3.7934506685389433	-204.04337245307389	0.5726243997752397
201000	-54946.16092564487	-54737.9685866747	-208.19233897016824	-54737.9685866747	10.010852380999879	3.7934506685389433	-204.39888830162928	0.5371217387802282
202000	-54941.61178544852	-54736.973333330134	-204.63845211838344	-54736.973333330134	9.638476793095027	3.7934506685389433	-200.8450014498445	0.6262378450706877
203000	-54945.870172288356	-54731.825693817795	-214.04447847055866	-54731.825693817795	10.340663615829955	3.7934506685389433	-210.2510278020197	0.4588121767926212
204000	-54926.944910777616	-54719.73762306718	-207.20728771043477	-54719.73762306718	9.960751506261348	3.7934506685389433	-203.41383704189582	0.5267760678243111
205000	-54949.77183976153	-54742.08016820386	-207.6916715576723	-54742.08016820386	10.581025203492466	3.7934506685389433	-203.89822088913334	0.5668658867688267
206000	-54954.30541474123	-54747.09943149788	-207.20598324334983	-54747.09943149788	10.078913198956702	3.7934506685389433	-203.41253257481088	0.512967440081153
207000	-54948.17500113817	-54743.420134332606	-204.7548668055604	-54743.420134332606	9.203896570383606	3.7934506685389433	-200.96141613702144	0.6750917518724905
208000	-54967.78872765838	-54759.12947336049	-208.6592542978928	-54759.12947336049	9.855315623792256	3.7934506685389433	-204.86580362935385	0.5887930155757343
209000	-54942.853915877924	-54733.81265934527	-209.04125653265834	-54733.81265934527	10.315665931810953	3.7934506685389433	-205.24780586411939	0.5307559303296518
210000	-54952.74686689392	-54743.41109265578	-209.33577423814242	-54743.41109265578	10.907639508160948	3.294627317554397	-206.04114692058803	0.468798486698124
211000	-54949.54753445237	-54741.77986621759	-207.76766823478178	-54741.77986621759	9.999935040759059	3.294627317554397	-204.4730409172274	0.5689820536293196
212000	-54936.37231511704	-54732.35915424255	-204.01316087448942	-54732.35915424255	8.935066534368026	4.014004591468062	-199.99915628302136	0.6356275013659379
213000	-54928.219262035105	-54730.80905936418	-197.41020267092392	-54730.80905936418	8.8952113172907	3.9211136128749526	-193.48908905804896	0.6032020022463773
214000	-54922.617562083564	-54718.69054048218	-203.92702160138285	-54718.69054048218	9.465427701996461	3.9211136128749526	-200.0059079885079	0.5901010639930659
215000	-54934.24831741221	-54736.296319806796	-197.95199760541735	-54736.296319806796	9.600707485277653	4.021065159408296	-193.93093244600905	0.5653880458640592
216000	-54930.73623036861	-54727.21247673119	-203.52375363742232	-54727.21247673119	9.1931595926293	3.9893459753185323	-199.53440766210377	0.6130765866935429
217000	-54945.03683870006	-54740.23720681975	-204.79963188031363	-54740.23720681975	9.400535991649004	3.9893459753185323	-200.81028590499508	0.5949094400233561
218000	-54928.54063852376	-54726.27318388975	-202.2674546340053	-54726.27318388975	9.073186379823708	3.9893459753185323	-198.27810865868676	0.6265888704591774
219000	-54933.94494341165	-54728.58004321945	-205.3649001921965	-54728.58004321945	9.371166969874839	3.9893459753185323	-201.37555421687796	0.5736508975771148
220000	-54940.921642353205	-54727.57696634058	-213.34467601262114	-54727.57696634058	10.62122676621465	3.9893459753185323	-209.3553300373026	0.5612749992016801
221000	-54938.09978649237	-54722.92904885289	-215.17073763947536	-54722.92904885289	10.440540660099375	3.9893459753185323	-211.18139166415682	0.5495699372386096
222000	-54933.59708879543	-54728.12370883908	-205.47337995635402	-54728.12370883908	9.801727658778415	3.9893459753185323	-201.48403398103548	0.5394180752000325
223000	-54943.43234777002	-54731.87753996592	-211.55480780410178	-54731.87753996592	10.690984820942305	3.9893459753185323	-207.56546182878324	0.5020257187170023
224000	-54936.04139049406	-54733.053684406914	-202.98770608714736	-54733.053684406914	9.81014724161539	3.9893459753185323	-198.99836011182882	0.5468944731999748
225000	-54934.24008057877	-54726.451324078975	-207.78875649979605	-54726.451324078975	10.565633200562559	3.9893459753185323	-203.7994105244775	0.5024697626906147
226000	-54942.224495036346	-54731.609882105564	-210.61461293078222	-54731.609882105564	10.516872279788151	3.9893459753185323	-206.62526695546367	0.5757695372514016
227000	-54945.00007491343	-54733.536665241525	-211.46340967190068	-54733.536665241525	10.927043373922473	3.69418636647005	-207.76922330543061	0.49868891738867166
228000	-54942.135233116765	-54737.73855538771	-204.3966777290548	-54737.73855538771	9.807947186703421	3.69418636647005	-200.70249136258474	0.5703482594677216
229000	-54947.06420256706	-54746.5437690335	-200.52043353355683	-54746.5437690335	9.490207063521709	3.69418636647005	-196.82624716708676	0.528917300565475
230000	-54951.75608070182	-54749.50576696801	-202.25031373381108	-54749.50576696801	9.05150540371183	3.69418636647005	-198.55612736734102	0.5603440742497465
231000	-54946.30128706341	-54735.36002141414	-210.94126564927075	-54735.36002141414	9.478762491810388	3.69418636647005	-207.24707928280068	0.5319293779723188
232000	-54949.56567461582	-54737.94432423251	-211.6213503833152	-54737.94432423251	9.764470282588954	3.7326761327258224	-207.88867425058936	0.47443689444950593
233000	-54954.39310111362	-54733.347149607456	-221.04595150616422	-54733.347149607456	11.458311131112161	3.7326761327258224	-217.3132753734384	0.5935265556008631
234000	-54940.63328141288	-54729.90356304704	-210.72971836583883	-54729.90356304704	10.678282281666677	3.7326761327258224	-206.997042233113	0.5175301055614205
235000	-54933.70172665448	-54719.96547045681	-213.73625619767154	-54719.96547045681	11.563518664446356	3.595783847789566	-210.14047234988197	0.5139777084548641
236000	-54936.280652508016	-54726.078547881545	-210.20210462646818	-54726.078547881545	10.405927725409105	3.595783847789566	-206.60632077867862	0.4748782586741105
237000	-54929.17240442822	-54718.617989790415	-210.55441463780494	-54718.617989790415	10.21758194212119	3.595783847789566	-206.95863079001538	0.5688317198371625
238000	-54922.74774147406	-54707.70198348002	-215.04575799403517	-54707.70198348002	10.70001650736099	3.595783847789566	-211.4499741462456	0.5085571696531368
