#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:2021-06-11_OMPuniprot_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:2021-06-11_OMPuniprot_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:2021-06-11_OMPuniprot_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.2021-06-11_OMPuniprot_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:2021-06-11_OMPuniprot_muscle" name="distribution" x="@birthRate.t:2021-06-11_OMPuniprot_muscle">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:2021-06-11_OMPuniprot_muscle" name="distribution">
#            <parameter id="gammaShape.s:2021-06-11_OMPuniprot_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="PropInvariantPrior.s:2021-06-11_OMPuniprot_muscle" name="distribution">
#            <parameter id="proportionInvariant.s:2021-06-11_OMPuniprot_muscle" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:2021-06-11_OMPuniprot_muscle" name="distribution">
#            <parameter id="ucldStdev.c:2021-06-11_OMPuniprot_muscle" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@2021-06-11_OMPuniprot_muscle" id="treeLikelihood.2021-06-11_OMPuniprot_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:2021-06-11_OMPuniprot_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:2021-06-11_OMPuniprot_muscle" proportionInvariant="@proportionInvariant.s:2021-06-11_OMPuniprot_muscle" shape="@gammaShape.s:2021-06-11_OMPuniprot_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2021-06-11_OMPuniprot_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <substModel id="JTT.s:2021-06-11_OMPuniprot_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:2021-06-11_OMPuniprot_muscle" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:2021-06-11_OMPuniprot_muscle">
#                <LogNormal S="@ucldStdev.c:2021-06-11_OMPuniprot_muscle" id="LogNormalDistributionModel.c:2021-06-11_OMPuniprot_muscle" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="234" id="rateCategories.c:2021-06-11_OMPuniprot_muscle" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:2021-06-11_OMPuniprot_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	proportionInvariant	gammaShape	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation
36000	-49646.29176403706	-49288.15420587396	-358.1375581631035	-49288.15420587396	50.32480178517078	-349.92804424849646	0.14496595904626755	0.0	1.0448828905290486	2.5777390879148063	0.5387708585120355	15.902179069767795	5.435537894053113
37000	-48103.51127706459	-47735.02746656891	-368.48381049568115	-47735.02746656891	54.42226410694134	-360.17440621890233	0.13082429992382866	0.0	1.0448828905290486	2.6134669642601085	0.816456742013062	16.038781717892515	5.555187252231685
38000	-47523.019741813776	-47160.51644690487	-362.50329490890437	-47160.51644690487	54.057542914879875	-353.70211787551347	0.16729279498062577	0.0	1.3875834401416762	2.666842838570812	0.37401272329544494	16.26570591604273	5.633235733850197
39000	-47353.145851641966	-46991.34791773292	-361.79793390904695	-46991.34791773292	54.9299544076751	-352.99675687565605	0.11946346583507386	0.0	1.3875834401416762	2.666842838570812	0.4371891730701659	16.126460584342126	5.676268961172507
40000	-47177.18065480363	-46823.05841921993	-354.12223558370226	-46823.05841921993	52.506841844147495	-345.6513052261792	0.12389220281639671	0.0	1.1133481592478303	2.646779853807636	0.4143993739390194	16.157778723553196	5.507657858872973
41000	-46556.134477117645	-46208.71360581632	-347.42087130131836	-46208.71360581632	47.55131475533145	-338.9408299352133	0.16477986422835866	0.0	1.1133481592478303	2.6500427273429117	0.44680457839387444	16.6926040620699	5.234440724905929
42000	-46256.09081212363	-45896.18957243566	-359.90123968796667	-45896.18957243566	63.599670831810144	-351.35777218465927	0.14739991665310614	0.0	1.1767742964501615	2.6500427273429117	0.4642135982379582	16.69273027133476	5.199437779085039
43000	-46073.8909923677	-45723.457946929455	-350.43304543824576	-45723.457946929455	54.67346788276735	-341.7790793281649	0.161233005699131	0.0	1.287272903223581	2.6500427273429117	0.43350642166288095	16.57003437735128	5.276090417959008
44000	-45628.95633282974	-45290.018318967406	-338.93801386232826	-45290.018318967406	56.54461198838551	-330.28404775224743	0.16513478650773605	0.0	1.287272903223581	2.6500427273429117	0.3890954735832518	16.574359471062145	5.325724487213422
45000	-45436.38661015898	-45109.21746721397	-327.1691429450069	-45109.21746721397	38.96223319283267	-318.6912964530701	0.16300463802780185	0.0	1.287272903223581	2.5870149831569926	0.39696836098014315	16.25861060103169	5.179670916240198
46000	-45318.97713494547	-44995.29704664565	-323.68008829981466	-44995.29704664565	38.96223319283267	-315.1489541832424	0.16864039725535912	0.0	1.287272903223581	2.606074868449183	0.38771816624015515	16.363295290903558	5.2408397083866785
47000	-45266.03257072229	-44940.176467937286	-325.8561027850015	-44940.176467937286	34.87167606189741	-317.3249686684292	0.20319011674233484	0.0	1.287272903223581	2.606074868449183	0.41209391998233574	16.375586671686627	5.221468643000101
48000	-45235.02508108044	-44919.06039727396	-315.96468380647644	-44919.06039727396	33.927674920272075	-307.43354968990417	0.21816891462344173	0.0	1.287272903223581	2.606074868449183	0.3966708770784929	15.96720994033781	5.30825685057601
49000	-44869.68072498004	-44550.00237858695	-319.67834639308995	-44550.00237858695	31.588050791039542	-311.16294427048825	0.18901603312264728	0.0	1.287272903223581	2.6004469360960334	0.45141650716008175	16.32999190954279	5.198382472902526
50000	-44118.68407510167	-43799.0362537365	-319.64782136517096	-43799.0362537365	35.30364514815466	-311.0611793572061	0.16824258652909413	0.0	1.287272903223581	2.625938268959252	0.4157509466888411	16.591737783485932	5.255816092120905
51000	-43697.79710138819	-43359.03832533349	-338.75877605470583	-43359.03832533349	44.70668545467467	-330.02397798368435	0.15064472000837537	0.0	1.287272903223581	2.6790014999433622	0.3535135761967433	16.82360120837317	5.425168652899685
52000	-43650.697629692615	-43302.52753615284	-348.170093539773	-43302.52753615284	46.066676232441836	-339.2723956661462	0.13186652698904028	0.0	1.287272903223581	2.7374200458844995	0.33239269058847754	16.953584221114404	5.658492233346506
53000	-43560.8636010348	-43212.843347097645	-348.0202539371512	-43212.843347097645	47.96241387165051	-338.9509795870196	0.1313787415660159	0.0	1.45884937972843	2.7374200458844995	0.3365209807964525	16.94378989233642	5.645714632705281
54000	-43521.37306636149	-43177.10170340105	-344.2713629604417	-43177.10170340105	42.21188821674223	-335.26429904623905	0.1497806232325426	0.0	1.45884937972843	2.715101307459928	0.31154738871872134	16.770462557891662	5.675288589413714
55000	-43501.34882705041	-43145.67190118224	-355.67692586816935	-43145.67190118224	46.312286570874626	-346.6698619539667	0.16966849205662726	0.0	1.45884937972843	2.715101307459928	0.3978554626428359	16.733761338053807	5.739979336747984
56000	-43444.2945394938	-43083.73367694614	-360.56086254766126	-43083.73367694614	47.90153469542644	-351.5317407855091	0.12161290666301998	0.0	1.45884937972843	2.723013556795948	0.49059026585029253	16.7520832963017	5.783178669439453
57000	-43339.01340135563	-42990.78298961544	-348.23041174018476	-42990.78298961544	42.65342654786572	-339.2728014422182	0.16640486495766282	0.0	1.4019128714806914	2.717785297727062	0.47371324502195145	16.732710250463867	5.786318450342411
58000	-43289.24844638979	-42942.64482325617	-346.60362313362344	-42942.64482325617	38.28005561667332	-337.7452314494405	0.1463279928988826	0.0	1.4094842472287827	2.679496879086946	0.4194065813951375	16.654194004846637	5.645924159744723
59000	-43193.80671964244	-42850.53746923515	-343.26925040729054	-42850.53746923515	39.119023881776215	-334.4108587231076	0.15791982775074306	0.0	1.4094842472287827	2.679496879086946	0.35035887339846783	16.743425515640045	5.537801766008352
60000	-42896.661383371356	-42545.33866222984	-351.3227211415177	-42545.33866222984	39.82343418606466	-342.46824934900746	0.14137272559371356	0.0	1.4094842472287827	2.678092078676134	0.3955685983343025	16.661766779058556	5.594852569842306
61000	-42665.568547706964	-42334.898079753235	-330.6704679537256	-42334.898079753235	34.457592212900224	-321.6222181183603	0.2043755308139945	0.0	1.603262290083809	2.678092078676134	0.32088640830799825	16.691701606215165	5.609140174327702
62000	-42469.200397450004	-42140.84496717635	-328.35543027365077	-42140.84496717635	34.61890690528647	-319.30718043828546	0.19181873303205116	0.0	1.603262290083809	2.678092078676134	0.37741740057652945	16.680192955682916	5.642575519381488
63000	-42078.577597903975	-41740.95158535089	-337.6260125530825	-41740.95158535089	40.94749880291047	-328.5071241069607	0.15356260653002118	0.0	1.603262290083809	2.7034142775897454	0.2700462549987336	16.829097118813667	5.687371759834005
64000	-41646.853133634395	-41303.46706126202	-343.38607237237494	-41303.46706126202	46.80420100080818	-333.3373938094864	0.16994392109440493	0.0	2.4806862483460606	2.722195621425791	0.2603278081256033	4.210943427821592	3.7442243538709303
65000	-41619.81868187492	-41258.4660723018	-361.35260957311135	-41258.4660723018	49.89592978474359	-351.3039310102228	0.1539788155861088	0.0	2.4806862483460606	2.722195621425791	0.24856163521659883	4.239418421705806	3.7840307964435613
66000	-41614.30031659762	-41253.63169977155	-360.6686168260719	-41253.63169977155	47.55595886028988	-350.5536845910978	0.12709181604220363	0.0	2.4806862483460606	2.74596903873491	0.2545829077850883	4.308373458873647	3.7555200534270754
67000	-41587.390568359086	-41235.88183099854	-351.5087373605408	-41235.88183099854	45.44547393603274	-341.3938051255667	0.14637651983369426	0.0	2.4806862483460606	2.74596903873491	0.24589296455627363	2.754372080781385	3.30666765925526
68000	-41600.998894478136	-41247.51656091609	-353.48233356204383	-41247.51656091609	39.56442923142856	-343.36740132706973	0.1516653535601205	0.0	2.4806862483460606	2.74596903873491	0.26425366660524713	3.978625901859445	3.708479903384869
