#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:2021-03-21_OMPuniprot_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:2021-03-21_OMPuniprot_muscle" name="distribution" x="@birthRate.t:2021-03-21_OMPuniprot_muscle">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:2021-03-21_OMPuniprot_muscle" name="distribution">
#            <parameter id="gammaShape.s:2021-03-21_OMPuniprot_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@2021-03-21_OMPuniprot_muscle" id="treeLikelihood.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:2021-03-21_OMPuniprot_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:2021-03-21_OMPuniprot_muscle" shape="@gammaShape.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2021-03-21_OMPuniprot_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2021-03-21_OMPuniprot_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:2021-03-21_OMPuniprot_muscle">
#                <Exponential id="Exponential.c:2021-03-21_OMPuniprot_muscle" name="distr">
#                    <parameter id="UCExpLambda.c:2021-03-21_OMPuniprot_muscle" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="254" id="expRateCategories.c:2021-03-21_OMPuniprot_muscle" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucedMean.c:2021-03-21_OMPuniprot_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape	YuleModel	birthRate	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation
467500	-54622.015569901814	-54560.65876780966	-61.3568020921545	-54560.65876780966	3.259703387889393	3.343211841278522	-58.01359025087598	1.8380576995308289	1.82753936435392	1.1047658736561867	1.0169017063121761
468000	-54610.61433767023	-54551.40868209998	-59.205655570248446	-54551.40868209998	2.9339357901471796	3.343211841278522	-55.86244372896992	1.5329778229314261	1.8685587566839867	1.1015531501376952	1.0188716793560613
468500	-54611.085156506866	-54554.29978277345	-56.78537373341184	-54554.29978277345	3.145835392923713	3.343211841278522	-53.44216189213331	1.7687005969781608	1.8010033333029225	1.0938845239221076	1.0348870851632097
469000	-54613.53894298665	-54555.65508746823	-57.883855518422	-54555.65508746823	3.2015563545402705	3.343211841278522	-54.54064367714348	1.7687005969781608	1.8464813317814521	1.1379936814464433	1.037532124108895
469500	-54618.43203929797	-54561.230848591134	-57.20119070683744	-54561.230848591134	3.3864201094985527	3.343211841278522	-53.85797886555891	1.7241740507227536	1.832135392217494	1.1278397534444595	1.041128457154943
470000	-54618.87675111494	-54558.40463833872	-60.47211277622304	-54558.40463833872	3.871365710893636	3.343211841278522	-57.12890093494452	1.8433277248631152	1.7725037527407255	1.1777979653610509	1.0457593165849628
470500	-54612.33023266766	-54557.21519367319	-55.11503899446381	-54557.21519367319	3.316369469546511	3.343211841278522	-51.771827153185285	1.8316244276677598	1.783845141626027	1.1745067773938034	1.0187268218708505
471000	-54606.5631968667	-54550.750111381916	-55.81308548478252	-54550.750111381916	3.3260947433356134	3.343211841278522	-52.469873643503995	1.9150748631333547	1.8114244918836084	1.169128959746423	1.027673067800359
471500	-54606.78167519076	-54550.32163616393	-56.46003902683475	-54550.32163616393	3.2790386120848503	3.343211841278522	-53.116827185556225	1.7176981879800712	1.7584370810039136	1.1187909281456214	1.0171362514446505
472000	-54610.91547424876	-54556.2615171653	-54.65395708346013	-54556.2615171653	3.534258268516871	3.343211841278522	-51.3107452421816	1.7368171854536527	1.7692610920666318	1.091098448165358	1.0125338015609366
472500	-54613.1955938527	-54558.77614518248	-54.41944867022633	-54558.77614518248	3.155600712366264	3.343211841278522	-51.076236828947806	1.6872035425197174	1.750248152446904	1.089621009148876	1.0237780751735213
473000	-54633.27987085145	-54569.288706636435	-63.99116421501894	-54569.288706636435	3.8914060543653184	3.343211841278522	-60.64795237374042	1.5794676073902554	1.750023843904575	1.1021512151633064	1.016853156093556
473500	-54630.988162124995	-54569.28955207325	-61.69861005174905	-54569.28955207325	3.3696068959072742	3.343211841278522	-58.355398210470526	1.677938133755387	1.745629598646445	1.0741641101364106	1.0260984195392697
474000	-54643.386782580004	-54578.964518276756	-64.42226430324527	-54578.964518276756	3.446253403804322	3.343211841278522	-61.07905246196675	1.6014822882801762	1.7360696155613107	1.0438584596307614	1.0242134803017633
474500	-54645.58738521935	-54581.40142333893	-64.18596188041715	-54581.40142333893	3.666625885274303	3.343211841278522	-60.842750039138636	1.8681306427971305	1.6920437940054027	1.046247962419056	1.0141387407999345
475000	-54636.49788460908	-54568.32496925037	-68.1729153587143	-54568.32496925037	3.8654945263831864	3.343211841278522	-64.82970351743579	1.9159965376279429	1.716443108545777	1.046090499849303	1.026846744073502
475500	-54620.69810623517	-54560.729033917414	-59.96907231775245	-54560.729033917414	3.636880185493441	3.343211841278522	-56.625860476473925	1.6962734830541553	1.7096550285307262	1.0344740851341756	1.031759617215637
476000	-54618.19198019683	-54556.32017379961	-61.87180639722104	-54556.32017379961	3.782712499056252	3.343211841278522	-58.52859455594252	1.7348177264790927	1.7023072997103514	1.0491167516920834	1.0258590103215726
476500	-54623.76564953023	-54557.35710915406	-66.40854037617372	-54557.35710915406	4.109299001792532	3.343211841278522	-63.0653285348952	1.8421513740653968	1.7316269603878	1.0535673484411563	1.024850117296783
477000	-54635.59262242807	-54572.392671623675	-63.19995080439368	-54572.392671623675	4.004530982687785	3.343211841278522	-59.856738963115156	1.4418879253818486	1.7402941066764872	1.108859845826491	1.0197109956605732
477500	-54620.41048130906	-54558.801402902274	-61.60907840678664	-54558.801402902274	3.8833723329179266	3.343211841278522	-58.26586656550811	1.7928287285030413	1.7266013125099537	1.0332122180050025	0.9972465822483427
478000	-54622.15710071452	-54557.2949514268	-64.86214928772334	-54557.2949514268	3.9840728363033335	3.343211841278522	-61.518937446444816	1.5115138093314269	1.7157288373075115	0.9702799951890503	0.9733298173109716
478500	-54626.00737087349	-54560.61722286249	-65.39014801099984	-54560.61722286249	4.286910886719132	3.343211841278522	-62.04693616972132	1.4351947295161613	1.7405469292322324	1.0082105370232872	0.9943312378693229
479000	-54622.06498851252	-54559.98184128251	-62.08314723000655	-54559.98184128251	3.765337887569252	3.343211841278522	-58.73993538872803	1.706817069843301	1.7623030469556473	1.0498791017198696	1.0106745348673785
479500	-54623.71879389604	-54564.33734137951	-59.38145251652853	-54564.33734137951	3.595808125681705	3.343211841278522	-56.03824067525001	1.6949200741538584	1.7175150503643064	1.0364983913879433	1.024148594386278
480000	-54629.84407090579	-54568.43647514052	-61.40759576526947	-54568.43647514052	3.6698124281423574	3.343211841278522	-58.064383923990945	1.55778865931662	1.7555397688537595	1.060095080163441	1.003684310642276
480500	-54637.721726195785	-54570.633343521666	-67.08838267411737	-54570.633343521666	3.431420135922578	3.343211841278522	-63.74517083283885	1.7120995267018737	1.7967190160574233	1.0618238418691657	0.9942905734526938
481000	-54621.93152012044	-54564.80366671042	-57.12785341001945	-54564.80366671042	3.2522478215708546	3.343211841278522	-53.78464156874092	1.8057882476436837	1.7580302334129816	1.078153577998429	1.0200976653100822
481500	-54617.242210853714	-54563.547433717365	-53.69477713634541	-54563.547433717365	3.047627975057821	3.343211841278522	-50.351565295066884	1.8173964915625906	1.7690063793205446	1.1289351761135307	1.0413485108430567
482000	-54615.59066244065	-54561.99571674012	-53.59494570052977	-54561.99571674012	2.931965416851515	3.343211841278522	-50.251733859251246	2.0802654172858137	1.8268196369562417	1.1588162442235823	1.039350614384872
482500	-54626.76850970499	-54571.696714658996	-55.071795045992	-54571.696714658996	3.010732211636105	3.343211841278522	-51.72858320471347	1.8816387221615112	1.7906004741156574	1.1479787604042349	1.038403845505524
483000	-54624.14624851107	-54571.40313315218	-52.74311535888997	-54571.40313315218	2.8838120077646634	3.343211841278522	-49.39990351761145	1.957353294795314	1.7733391072785138	1.1361429178920157	1.0346322586875452
483500	-54616.580802650686	-54563.5828624672	-52.997940183489845	-54563.5828624672	2.8838120077646634	3.363418800165429	-49.63452138332442	1.8375878668707504	1.8100866520160257	1.1560802591335144	1.0204986893320498
484000	-54626.4532232104	-54564.64955916169	-61.80366404871379	-54564.64955916169	2.962526081944522	3.363418800165429	-58.440245248548365	1.512820932003568	1.828362756247987	1.1584403466911013	1.025971018906418
484500	-54615.785368908495	-54560.72256630684	-55.06280260165365	-54560.72256630684	3.0170810558884487	3.363418800165429	-51.699383801488224	1.906137390738273	1.827473915953386	1.1664254425872387	1.0295514154618017
485000	-54606.62957815353	-54554.467560204066	-52.162017949461635	-54554.467560204066	2.802128519475435	3.363418800165429	-48.79859914929621	2.073942712349135	1.8063152072914999	1.1398634269123444	1.0078713638430843
485500	-54599.59769298	-54546.22164076488	-53.376052215118236	-54546.22164076488	2.8985476020705514	3.363418800165429	-50.01263341495281	1.896333764184398	1.8129320785262522	1.1194689675662297	1.010966045391796
486000	-54608.44257264132	-54554.31408861693	-54.128484024389785	-54554.31408861693	2.9105759525983173	3.363418800165429	-50.76506522422436	1.8079422803064085	1.8434399799529246	1.1036626071624838	1.0045691241204897
486500	-54629.778512818695	-54569.46452910542	-60.313983713280095	-54569.46452910542	2.981741876255142	3.363418800165429	-56.95056491311467	1.966077553966092	1.754591698604974	1.1075500146191701	1.0049068676627404
487000	-54623.09605789735	-54563.3292787307	-59.766779166654096	-54563.3292787307	2.981741876255142	3.363418800165429	-56.40336036648867	1.929283998447362	1.7848531976445146	1.1470296763531076	1.0182999765930494
487500	-54625.36367285307	-54565.71605341081	-59.647619442259305	-54565.71605341081	2.9631409860013083	3.363418800165429	-56.28420064209388	1.8093026431330634	1.7868494466266833	1.1511953910433954	1.028751926342722
488000	-54622.87787849671	-54565.54606678671	-57.33181171000073	-54565.54606678671	2.9713254049643805	3.748073450016832	-53.583738259983896	2.030085518968027	1.7627008350503934	1.1380245664316346	1.0213812750475098
488500	-54619.32538559566	-54560.807871696445	-58.517513899213135	-54560.807871696445	3.482251809126408	3.748073450016832	-54.7694404491963	1.5593235573926927	1.7465623867511075	1.1341906437253895	1.0232453099633725
489000	-54620.10213136406	-54565.628065077304	-54.47406628675632	-54565.628065077304	2.825169069221947	3.8018516987767708	-50.672214587979546	1.8514944655516383	1.7741028941474624	1.1091815440626467	1.0177733511199898
489500	-54628.72842092825	-54574.071727579234	-54.65669334901824	-54574.071727579234	2.8517169728946428	3.8018516987767708	-50.85484165024147	1.7839676064277463	1.7665846777987735	1.1143165323369597	1.0435017522350305
490000	-54622.17109555825	-54568.90669618136	-53.2643993768924	-54568.90669618136	2.7139462178374067	3.8018516987767708	-49.46254767811563	2.028914654009097	1.7845398238444952	1.1399371261274043	1.0565333532482704
490500	-54629.07675488101	-54572.06274239701	-57.014012484006535	-54572.06274239701	2.628468850547385	3.8018516987767708	-53.21216078522976	1.7586393176522657	1.7897198241115266	1.1393737530820454	1.0490381615862356
491000	-54622.2856042905	-54567.964778972135	-54.32082531835928	-54567.964778972135	2.628468850547385	3.8018516987767708	-50.51897361958251	1.8413112092737582	1.8136803775319599	1.1477124968090378	1.0460418278549282
491500	-54620.980575744456	-54567.713632943574	-53.26694280087968	-54567.713632943574	2.5811986829866935	3.8018516987767708	-49.46509110210291	1.513163815260191	1.8143995150690257	1.163114629093329	1.0408815307662445
492000	-54611.29871168599	-54563.410576495335	-47.888135190651674	-54563.410576495335	2.6523140009685484	3.8018516987767708	-44.0862834918749	1.8561908626065837	1.8103919166222604	1.162803740390278	1.03642953119689
492500	-54616.01375814271	-54566.842925134726	-49.17083300798298	-54566.842925134726	2.724133012610324	3.8018516987767708	-45.368981309206205	1.8561908626065837	1.8219588643517544	1.1758836384766973	1.041099187090261
493000	-54617.09984404654	-54562.77813741224	-54.321706634295225	-54562.77813741224	2.7791216209837595	3.8018516987767708	-50.51985493551845	2.2239285215363247	1.8415727440665934	1.1664272035252479	1.045278473936238
493500	-54603.750009707015	-54556.12219327485	-47.62781643216626	-54556.12219327485	2.7734266209047114	3.8018516987767708	-43.82596473338949	1.9567568329495442	1.828177074545131	1.19355531297767	1.0484304581619492
494000	-54595.26479029737	-54548.33759693961	-46.92719335776306	-54548.33759693961	2.750420803605995	3.8018516987767708	-43.12534165898629	2.0318453806779058	1.8108434197657053	1.1922478142460247	1.0464224763342203
494500	-54607.58555852506	-54550.52074478308	-57.06481374197524	-54550.52074478308	2.9822790816012876	3.8018516987767708	-53.26296204319847	2.2625787072286427	1.817888611297363	1.1974340018231753	1.030236784367361
495000	-54606.60951563325	-54560.421120281455	-46.18839535179976	-54560.421120281455	2.722889539628198	3.8018516987767708	-42.38654365302299	2.0160314081726733	1.8061555229949984	1.1971189671239442	1.0414496881954265
495500	-54617.815458692145	-54560.41205056888	-57.40340812326707	-54560.41205056888	3.032384510306529	3.8018516987767708	-53.6015564244903	1.7789292259025298	1.8657073654605123	1.21296103317686	1.0315241223698537
496000	-54605.11628412961	-54549.024538398626	-56.09174573098508	-54549.024538398626	2.9679310691113527	3.8018516987767708	-52.28989403220831	1.9319104937629061	1.8532460460865978	1.2007971446685006	1.024208544235156
496500	-54606.98578444666	-54552.67708301402	-54.30870143263985	-54552.67708301402	2.9597072045430286	3.8018516987767708	-50.50684973386308	1.7491415344747554	1.8043745636367226	1.1927946367494733	1.025815484537855
497000	-54615.58235682936	-54563.77053081845	-51.81182601091379	-54563.77053081845	2.9056391188532245	3.8018516987767708	-48.00997431213702	1.8785436524694175	1.7590593199134303	1.1890234335592758	1.0352320101625088
497500	-54611.215948858124	-54558.29369877364	-52.92225008448527	-54558.29369877364	2.833502758240525	3.8018516987767708	-49.1203983857085	2.395199899335047	1.7655781906873549	1.204282539862752	1.0446647814302328
498000	-54605.81529397763	-54554.86235376269	-50.952940214935644	-54554.86235376269	2.833502758240525	3.8018516987767708	-47.15108851615887	1.9159256850637687	1.8390986654638821	1.2100406315900079	1.0589221190464384
498500	-54598.49349344446	-54545.742757951404	-52.750735493057014	-54545.742757951404	2.833502758240525	3.8018516987767708	-48.94888379428024	1.7501687744517835	1.8411532600406157	1.2011333306388794	1.0731113884455343
499000	-54617.578952072	-54557.20245652199	-60.376495550006304	-54557.20245652199	2.9773854161754687	3.8018516987767708	-56.57464385122953	2.1689698089217213	1.838635483390627	1.2254837261930167	1.094736050848471
499500	-54607.511488463075	-54557.55982862171	-49.95165984137169	-54557.55982862171	2.7245224530188072	3.8018516987767708	-46.14980814259492	1.872112963647088	1.8559969066222455	1.2135686851028145	1.0879603150317905
500000	-54613.51588771056	-54561.25958341984	-52.25630429072101	-54561.25958341984	2.813154265463008	3.8018516987767708	-48.45445259194424	1.6916680465724934	1.8345413928693797	1.2114795186618919	1.0826986215899004
500500	-54610.86846164336	-54558.98500954363	-51.88345209973465	-54558.98500954363	2.8818566515051245	3.8018516987767708	-48.081600400957875	1.8867705681194475	1.854510263366271	1.2154825487992789	1.0709060145645268
501000	-54608.4585693468	-54553.9756886566	-54.48288069019801	-54553.9756886566	2.9229374328678444	3.8018516987767708	-50.681028991421236	1.9280855757795876	1.844144535464586	1.2224339385940934	1.0527159911072304
501500	-54618.31396984768	-54566.99423053966	-51.31973930801954	-54566.99423053966	2.8602304623644623	3.8018516987767708	-47.51788760924277	1.878574404774676	1.8383434459515366	1.2297811468383886	1.0599889851217867
502000	-54619.059012762926	-54567.18563021371	-51.87338254921623	-54567.18563021371	2.8714193076447465	3.8018516987767708	-48.07153085043946	1.910634828650021	1.8447464058355245	1.227762953794073	1.0532840939590458
502500	-54634.69636721723	-54573.92105300528	-60.77531421194399	-54573.92105300528	3.070779992662313	3.8018516987767708	-56.97346251316722	1.6133130083870524	1.8312466061081993	1.2280153555292939	1.0580837256191344
503000	-54608.49913041479	-54554.36767747577	-54.13145293902227	-54554.36767747577	2.9162403084215716	3.8018516987767708	-50.329601240245495	1.9590364104038325	1.805467042172931	1.2923748646577662	1.0728391721148425
503500	-54616.4655207356	-54558.902116684556	-57.56340405104029	-54558.902116684556	2.983140635155237	3.8018516987767708	-53.761552352263514	1.7921452300322123	1.8315530841889822	1.3236005160837936	1.0775298874808448
504000	-54615.77885912909	-54562.73628084522	-53.042578283867826	-54562.73628084522	2.8019099798588885	3.8018516987767708	-49.24072658509105	1.8061597632678204	1.8205154507586383	1.346279422404297	1.0718338032219268
504500	-54611.527024199044	-54557.32707462758	-54.19994957146315	-54557.32707462758	2.835050205251092	3.8018516987767708	-50.39809787268638	1.6853362060242565	1.8183715157260854	1.3078813799034674	1.0602829562661615
505000	-54618.834314583335	-54565.92116334286	-52.91315124047729	-54565.92116334286	2.7948577849768594	3.8018516987767708	-49.11129954170052	2.1041759181451907	1.8484158755379239	1.356957461925488	1.060315948627639
505500	-54618.381498392315	-54566.163608159964	-52.21789023234906	-54566.163608159964	2.747792702845173	3.8018516987767708	-48.41603853357229	2.066603578961898	1.8541556454355328	1.3377826598889697	1.0537054287401388
506000	-54605.95248104057	-54558.97385281333	-46.97862822723678	-54558.97385281333	2.7639342224474532	3.8018516987767708	-43.17677652846001	1.906072820054338	1.8662550709569643	1.3728992376812366	1.0681929756626485
506500	-54609.31962003417	-54563.79647245675	-45.52314757741946	-54563.79647245675	2.6691624420760545	3.6054751801769283	-41.91767239724253	2.1173813727318045	1.8633775146138403	1.3477690153054405	1.0508743781328997
507000	-54622.60682810076	-54578.39540400213	-44.211424098632435	-54578.39540400213	2.752601171910525	3.6054751801769283	-40.6059489184555	1.9872050281460891	1.8826454358872442	1.4585305211984867	1.0634674800469623
507500	-54631.89491212999	-54583.94814601281	-47.94676611717742	-54583.94814601281	2.768754041588709	3.6054751801769283	-44.34129093700049	1.8127587729771502	1.8731654251879364	1.4493346846602704	1.0823625503006038
508000	-54634.21700070019	-54581.95257953904	-52.26442116115428	-54581.95257953904	2.984664602043816	3.6054751801769283	-48.65894598097735	1.9078448504705747	1.8329033983202283	1.4389812384557261	1.0980334578807422
508500	-54638.3848893996	-54591.07698227741	-47.30790712218643	-54591.07698227741	2.861706332346668	3.6054751801769283	-43.7024319420095	1.74308261772607	1.8437633600536558	1.3903488728305229	1.0794843514187726
509000	-54633.15011716838	-54588.13609852352	-45.014018644852264	-54588.13609852352	2.7866464896912393	3.6054751801769283	-41.40854346467533	2.2115002957717755	1.8178417610014315	1.3612219665871867	1.08609715275743
509500	-54614.422633647715	-54567.64847841607	-46.7741552316432	-54567.64847841607	2.8361586222107653	3.6054751801769283	-43.16868005146627	2.0635049519953763	1.848826984985073	1.3705781564402817	1.085017658343959
510000	-54621.39146568121	-54577.193376733776	-44.19808894743753	-54577.193376733776	2.648625713871984	3.6054751801769283	-40.5926137672606	1.835167703398589	1.8672979369329605	1.3593833607996526	1.0591226936305396
510500	-54622.640086523985	-54577.20440813623	-45.435678387753725	-54577.20440813623	2.8347958265746867	3.6054751801769283	-41.830203207576794	1.9658225443197763	1.8495195102621644	1.3537799964587278	1.0573683746968612
511000	-54613.209210014975	-54565.91322040107	-47.295989613905775	-54565.91322040107	2.7055470428761796	3.6054751801769283	-43.69051443372884	1.6537018810695376	1.8583455331954237	1.4125393681945033	1.053989757786973
511500	-54612.68140612759	-54564.07390617337	-48.60749995422127	-54564.07390617337	2.723420583531335	3.6054751801769283	-45.00202477404434	1.7755748412938912	1.8512148780867403	1.4253536166808	1.0591292226281097
512000	-54611.93798033705	-54561.28861304059	-50.64936729645833	-54561.28861304059	2.740861354088712	3.6054751801769283	-47.0438921162814	1.970522543852945	1.8778577364005955	1.448805456120581	1.0723387793535881
512500	-54611.84877968125	-54559.08583646054	-52.76294322071306	-54559.08583646054	2.767783442778542	3.6054751801769283	-49.15746804053613	1.970522543852945	1.8788740945506388	1.4451422301265338	1.0743915002493631
513000	-54623.99364496629	-54568.77461540067	-55.21902956562241	-54568.77461540067	2.802189176404988	3.6054751801769283	-51.613554385445475	2.0922681335083313	1.8640319076806136	1.4434223905827517	1.0814611222375148
513500	-54623.50914954907	-54575.473409448074	-48.03574010099761	-54575.473409448074	2.623308666237162	3.341281220294102	-44.69445888070351	1.8934731412491397	1.858266744039666	1.3830380280435786	1.0634114883518004
514000	-54630.28064671385	-54571.803106016676	-58.47754069717771	-54571.803106016676	2.722435692444481	3.341281220294102	-55.13625947688361	1.7129503717482306	1.8924150219430937	1.3876153703385359	1.05890418973533
514500	-54630.59773562006	-54571.91690801759	-58.680827602469485	-54571.91690801759	2.8009586433612284	3.341281220294102	-55.339546382175385	1.6603100503324033	1.833533533343558	1.3425722297025715	1.0724040975133147
515000	-54628.01151579451	-54573.73426815296	-54.277247641547824	-54573.73426815296	2.705760065395306	3.341281220294102	-50.935966421253724	1.9726178150261686	1.821641496822413	1.3751982616530425	1.0625072549346417
515500	-54624.08143339342	-54574.74993911263	-49.33149428078386	-54574.74993911263	2.6189142902545863	3.341281220294102	-45.99021306048976	1.9422454072403117	1.8574327892390072	1.370181684436999	1.062331640589373
516000	-54632.90988614985	-54572.537647898236	-60.37223825161213	-54572.537647898236	2.992811341719758	3.341281220294102	-57.03095703131803	1.7512159125151938	1.8105959132240448	1.3757612930695438	1.0570959577777082
516500	-54623.24576780282	-54570.00378846333	-53.24197933949658	-54570.00378846333	2.7728272988001326	3.341281220294102	-49.90069811920248	1.818849259074908	1.866629426276074	1.4013846538601036	1.0626543974266245
517000	-54622.466375660915	-54571.09554349415	-51.370832166768906	-54571.09554349415	2.620131490885885	3.120423249826472	-48.25040891694243	1.8878100239169502	1.8897834948559784	1.416733763223241	1.0660588507624762
517500	-54625.23195722045	-54570.76041079892	-54.471546421536196	-54570.76041079892	2.687629217855341	3.120423249826472	-51.35112317170972	1.9374517153775315	1.9057672267270618	1.4074023170142995	1.0681334852084783
518000	-54622.134660785276	-54567.123544413866	-55.011116371407006	-54567.123544413866	2.733534716411971	3.120423249826472	-51.89069312158053	1.7910911252261048	1.959840672370215	1.4145328931910972	1.0774929314538486
518500	-54619.4415173301	-54562.55315090773	-56.888366422375356	-54562.55315090773	2.7469142240592985	3.120423249826472	-53.76794317254888	1.7354530373397683	1.9393186944585827	1.3775933044306397	1.0693305409745608
519000	-54614.60848948583	-54556.3638524206	-58.24463706522456	-54556.3638524206	2.9139253009851345	3.120423249826472	-55.124213815398086	1.5786137061229557	1.893586492941087	1.3049862691207188	1.035242550159771
519500	-54618.579617240364	-54560.34814738808	-58.23146985228398	-54560.34814738808	2.9319281119201697	3.120423249826472	-55.111046602457506	2.0064841000854794	1.8497946480613916	1.3499160236357013	1.0315188382298661
520000	-54621.65032536711	-54571.35464958532	-50.29567578179193	-54571.35464958532	2.8131911679348938	3.120423249826472	-47.175252531965455	1.7079731505124855	1.8937242763445656	1.3538443237317148	1.0322130209577045
520500	-54629.85508053282	-54571.670099911775	-58.18498062104541	-54571.670099911775	2.9493988821195285	3.120423249826472	-55.06455737121894	1.6958216334993266	1.843208766677286	1.3075532846160909	1.0306563807162346
521000	-54622.43214691953	-54562.87548456775	-59.55666235178289	-54562.87548456775	2.9082036226810666	3.120423249826472	-56.43623910195642	1.5573794698975043	1.823914530622198	1.2507458825616018	1.0235065969651984
521500	-54622.43723621236	-54560.88799701814	-61.54923919422703	-54560.88799701814	3.0416058363639125	3.120423249826472	-58.428815944400554	1.8126183665065965	1.8412718884267913	1.2329356379145	1.0141497872170877
522000	-54623.36167693499	-54564.99713272677	-58.36454420821939	-54564.99713272677	2.9080131012544617	3.120423249826472	-55.24412095839292	1.5925753880526596	1.7916858501784445	1.240962214813892	1.0077248366965885
522500	-54621.59795817655	-54561.69770356763	-59.90025460892075	-54561.69770356763	3.0049151037260224	3.302790162227255	-56.59746444669349	1.6296601311502432	1.8126061083592941	1.2032760299825527	1.0030694663246922
523000	-54603.986653707434	-54551.853372892925	-52.13328081450889	-54551.853372892925	2.93586942327931	3.302790162227255	-48.83049065228164	1.7443590057575156	1.8417727573226321	1.2050617285849805	0.9992372979125111
523500	-54613.658196779405	-54553.91350207096	-59.74469470844698	-54553.91350207096	3.3816912053752373	3.302790162227255	-56.441904546219725	1.7443590057575156	1.8286726395265351	1.2304676022103713	1.0077256831297914
524000	-54612.81363935099	-54557.18946589789	-55.62417345310034	-54557.18946589789	2.8976594648400873	3.302790162227255	-52.32138329087309	1.9440219819719362	1.863999371248727	1.232536692039655	1.0270639286226735
524500	-54618.882263726045	-54563.747974093996	-55.134289632048336	-54563.747974093996	2.8800950266943137	3.302790162227255	-51.83149946982108	1.6232386388141404	1.811495162897244	1.1771259228981867	1.006374405208704
525000	-54627.39139156376	-54560.93714174159	-66.4542498221709	-54560.93714174159	3.131071010539737	3.302790162227255	-63.15145965994364	1.3286644320522731	1.7750229069906651	1.2054426486723875	1.0290633918711054
525500	-54625.13217117611	-54561.76784280119	-63.3643283749213	-54561.76784280119	2.9692637802569313	3.302790162227255	-60.061538212694046	1.5207644646893632	1.7791611685381117	1.0957714889520431	0.9860024050990792
526000	-54631.033042972755	-54563.83469408465	-67.19834888810212	-54563.83469408465	3.577120710973614	3.302790162227255	-63.895558725874864	1.7633734669695564	1.788808873582031	1.0999562961227949	0.9879374455956456
526500	-54613.570176403446	-54554.183241402505	-59.38693500093969	-54554.183241402505	3.3877552538252305	3.302790162227255	-56.08414483871243	1.7633734669695564	1.7951465732194627	1.0918893424323068	0.9959539246618805
527000	-54613.1678675479	-54552.804845881255	-60.36302166664421	-54552.804845881255	2.9119591418908395	3.302790162227255	-57.060231504416954	1.5087427065532408	1.7809669634556824	1.0904161054096007	1.0167832408161945
527500	-54622.14042169367	-54561.65133209528	-60.48908959839133	-54561.65133209528	2.956863315323233	3.302790162227255	-57.18629943616408	1.6879672785618862	1.7918489922747962	1.0939100773832873	1.0312253653839263
528000	-54614.9126613413	-54554.94671532045	-59.965946020846054	-54554.94671532045	2.956863315323233	3.302790162227255	-56.6631558586188	1.805199020516946	1.8418272023511078	1.0955257204264626	1.037139749806287
528500	-54618.913654149255	-54557.03450705237	-61.87914709688556	-54557.03450705237	3.200085811147792	3.302790162227255	-58.57635693465831	1.805199020516946	1.7904153776359988	1.0786620791811463	1.039196629088832
