#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:2021-03-21_OMPuniprot_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:2021-03-21_OMPuniprot_muscle" name="distribution" x="@birthRate.t:2021-03-21_OMPuniprot_muscle">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:2021-03-21_OMPuniprot_muscle" name="distribution">
#            <parameter id="gammaShape.s:2021-03-21_OMPuniprot_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@2021-03-21_OMPuniprot_muscle" id="treeLikelihood.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:2021-03-21_OMPuniprot_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:2021-03-21_OMPuniprot_muscle" shape="@gammaShape.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2021-03-21_OMPuniprot_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2021-03-21_OMPuniprot_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:2021-03-21_OMPuniprot_muscle">
#                <Exponential id="Exponential.c:2021-03-21_OMPuniprot_muscle" name="distr">
#                    <parameter id="UCExpLambda.c:2021-03-21_OMPuniprot_muscle" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="254" id="expRateCategories.c:2021-03-21_OMPuniprot_muscle" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucedMean.c:2021-03-21_OMPuniprot_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape	YuleModel	birthRate	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation
258500	-54609.027315064144	-54566.70519757173	-42.32211749240798	-54566.70519757173	2.629225486535365	3.847568052015118	-38.47454944039286	2.064956476020438	1.904417781034884	1.1473495274586971	1.0426250626125375
259000	-54612.185478088104	-54569.16289613029	-43.02258195781055	-54569.16289613029	2.52475566276657	3.847568052015118	-39.17501390579543	1.894135968557437	1.9252591853276853	1.1286004120258628	1.027749232875353
259500	-54625.92380339535	-54575.925219815595	-49.99858357975636	-54575.925219815595	2.672834071686261	3.0924984353527067	-46.90608514440365	1.816328900993542	1.9913848421552494	1.1402060443150592	1.0475167115882449
260000	-54631.42545846596	-54582.34966145337	-49.07579701258458	-54582.34966145337	2.5982804219786924	3.0924984353527067	-45.98329857723187	1.7793648315376422	1.939639514353863	1.103905861841549	1.0179682581927483
260500	-54629.12476106809	-54575.503707130694	-53.62105393739309	-54575.503707130694	2.74746510035444	3.0924984353527067	-50.52855550204038	1.942647475381874	1.9277829815987884	1.0814327800990808	1.0308253822804754
261000	-54621.23674156145	-54571.29003641749	-49.94670514395767	-54571.29003641749	2.6192657155253767	3.0924984353527067	-46.85420670860496	2.026814364767432	1.9130518102543088	1.0748338362913246	1.0191804621436245
261500	-54635.63353333863	-54589.507641184195	-46.12589215443296	-54589.507641184195	2.514605391930595	3.0924984353527067	-43.03339371908025	2.141683312331693	1.9605510944015714	1.0504205262308783	1.0383567444662247
262000	-54624.70805275233	-54578.202741046065	-46.50531170626484	-54578.202741046065	2.5968689434264456	3.0924984353527067	-43.41281327091213	2.089800482203016	1.9085544098073695	1.046612844697555	1.0439448587633062
262500	-54622.32030040116	-54572.09166643574	-50.22863396541321	-54572.09166643574	3.1743667595538176	3.0924984353527067	-47.1361355300605	1.8959071699129775	1.9062137243919488	1.0799923966244405	1.0614799223570188
263000	-54625.37282052782	-54576.08357485786	-49.28924566995617	-54576.08357485786	2.7640107551872957	3.0924984353527067	-46.196747234603464	1.795949347889083	1.9425757792685088	1.0928137121281536	1.0483281074906776
263500	-54634.09851912335	-54582.16909512272	-51.92942400062737	-54582.16909512272	2.7640107551872957	3.0924984353527067	-48.83692556527466	1.7931818574112761	1.9118882930435221	1.0943431556697591	1.034480425172116
264000	-54627.42044484836	-54575.93158695217	-51.48885789619433	-54575.93158695217	2.7640107551872957	3.0924984353527067	-48.39635946084162	2.1704500566605853	1.9229374488639672	1.0791589812624163	1.0249928966677753
264500	-54622.25828114512	-54569.94532861332	-52.31295253179784	-54569.94532861332	2.8772868608192796	3.0924984353527067	-49.22045409644513	1.85051492883682	1.9429884969989348	1.1054587811737608	1.0224843720423609
265000	-54623.303933727184	-54570.32450401164	-52.97942971554274	-54570.32450401164	2.7909793037284603	3.0924984353527067	-49.88693128019003	1.8153244352306288	1.9069981396407103	1.10692717874248	1.0187854040779736
265500	-54615.83850076494	-54566.5280173254	-49.3104834395419	-54566.5280173254	2.857972314575437	3.0924984353527067	-46.21798500418919	1.814250566488353	1.9419125774995292	1.122650755594345	1.0086605515474019
266000	-54613.9590600133	-54566.041573899616	-47.9174861136858	-54566.041573899616	2.7522970224581345	3.0924984353527067	-44.82498767833309	1.9296296595371425	1.9243641037584396	1.136415863171066	1.0163123034086592
266500	-54625.129994122806	-54575.01794671283	-50.11204740997622	-54575.01794671283	3.0111945046651125	3.0924984353527067	-47.01954897462351	1.856380865379942	1.884942666913958	1.1339316610289092	1.0112771245502492
267000	-54623.42085595769	-54575.01486301517	-48.40599294251984	-54575.01486301517	3.0330934421662166	3.0924984353527067	-45.31349450716713	1.9137083155299015	1.9363872531024433	1.1428792386645126	1.023629937040667
267500	-54620.19165791956	-54572.153157100474	-48.03850081908427	-54572.153157100474	3.1477492387181685	3.0924984353527067	-44.94600238373156	1.951719933079251	1.9197141849840147	1.1208124817074214	1.029835408840446
268000	-54625.884177132	-54578.15181382821	-47.73236330378846	-54578.15181382821	2.995710199327606	3.0924984353527067	-44.63986486843575	2.1474665561929753	1.9268510288488192	1.1356088965371613	1.0255088816040026
268500	-54633.474154094954	-54585.580530994	-47.89362310095936	-54585.580530994	2.988445643275523	3.0924984353527067	-44.80112466560665	2.095308529647009	1.9616472102527223	1.1268283824378655	1.0195687822719095
269000	-54642.25113473136	-54587.71788952847	-54.533245202896985	-54587.71788952847	3.1142951627367927	3.0924984353527067	-51.440746767544276	1.924408480755103	1.9400989417113286	1.1440051412639722	1.009963053826579
269500	-54637.82306478751	-54588.91111999229	-48.91194479522097	-54588.91111999229	3.050411152033515	3.0924984353527067	-45.81944635986826	1.7824529878517275	1.8726820633290828	1.1427958740276567	1.0097445087818462
270000	-54631.46663076317	-54579.531862595635	-51.93476816753658	-54579.531862595635	3.05812416097128	3.3727277190706224	-48.56204044846596	1.686375224223746	1.8755751410767318	1.1355026697819004	0.9984179935673745
270500	-54645.26775096517	-54598.5526520459	-46.71509891926894	-54598.5526520459	2.900161535712381	3.3727277190706224	-43.342371200198315	1.822668539590798	1.8872669206936425	1.177722090147984	0.9953719490550145
271000	-54638.38675695367	-54581.14833072656	-57.23842622710789	-54581.14833072656	3.1671062394402516	3.3727277190706224	-53.86569850803726	1.6261399781684505	1.8844993363901006	1.154612623336613	0.9920222899988455
271500	-54639.68476724841	-54584.48975632546	-55.19501092294535	-54584.48975632546	3.3720661343092098	3.3727277190706224	-51.822283203874726	1.825300340249153	1.906686076361589	1.1636673592126137	1.0272114326419117
272000	-54646.50421271376	-54582.703621581706	-63.800591132051665	-54582.703621581706	3.545185223429391	3.3727277190706224	-60.42786341298104	1.8957896088623314	1.8697401891635879	1.1766150913303113	1.0231617960871706
272500	-54633.811995999706	-54571.629723555954	-62.18227244375486	-54571.629723555954	3.939669776279025	3.3727277190706224	-58.80954472468424	1.737460370257015	1.8391856270127853	1.1699690965568856	1.0316929174264495
273000	-54636.63631238968	-54580.732563412	-55.903748977681836	-54580.732563412	3.092474631939228	3.3727277190706224	-52.53102125861121	1.794656705517672	1.868834997697671	1.1902033263904845	1.0608538864752923
273500	-54635.50341650364	-54571.891538789496	-63.6118777141469	-54571.891538789496	3.326458607164433	3.3727277190706224	-60.239149995076275	1.6824358510306017	1.8464603895755043	1.2924461157031355	1.0792008713357477
274000	-54644.20189012091	-54578.937035847564	-65.26485427334076	-54578.937035847564	3.4921281038278673	3.3727277190706224	-61.89212655427014	1.5431153896221643	1.8682537076950716	1.2838980288492239	1.0657288961469096
274500	-54629.39547832844	-54567.457765239276	-61.937713089164596	-54567.457765239276	3.3898031040235628	3.3727277190706224	-58.56498537009397	1.7267184341797512	1.8692303711135885	1.317328161119681	1.0786591569537098
275000	-54629.07476886943	-54567.5019420638	-61.572826805632054	-54567.5019420638	3.8996207694429907	3.3727277190706224	-58.20009908656143	1.6472642025357742	1.8700754401277235	1.3252266242447368	1.08188522167211
275500	-54618.01169620119	-54563.9821729107	-54.02952329049124	-54563.9821729107	3.6359234142946595	3.3727277190706224	-50.656795571420616	1.9429359348027149	1.8602015504919098	1.3402458998982059	1.0817302817531103
276000	-54627.83861342347	-54571.6164087393	-56.22220468417069	-54571.6164087393	3.3625637108740207	3.3727277190706224	-52.84947696510007	1.6944863205364655	1.862784888254225	1.2727482505361103	1.055168126845713
276500	-54636.57721110875	-54575.91301683223	-60.664194276518174	-54575.91301683223	3.850228880166144	3.3727277190706224	-57.29146655744755	1.7113594208690002	1.832720138469217	1.2649879598042755	1.0723516969075495
277000	-54631.87891025359	-54568.98895370969	-62.88995654389581	-54568.98895370969	3.8151867386647704	3.3727277190706224	-59.51722882482519	1.7113594208690002	1.8168441612926864	1.2795729529212811	1.0749930171065987
277500	-54627.559110089474	-54573.00568419351	-54.55342589596829	-54573.00568419351	3.257091726665363	3.3727277190706224	-51.180698176897664	1.7297591782803072	1.8599408825860408	1.2788875473728039	1.0772217506252393
278000	-54637.37932502005	-54577.77892396268	-59.60040105736696	-54577.77892396268	4.016610110113643	3.3727277190706224	-56.227673338296334	1.4881807529184135	1.7199804611631955	1.1762889385312991	1.0506544737589594
278500	-54630.31247350063	-54573.41642065152	-56.89605284910772	-54573.41642065152	3.596613641440035	3.3727277190706224	-53.523325130037094	1.7636959821958675	1.8036945960952941	1.1560143661544435	1.0575920166830097
279000	-54631.61661653569	-54572.82636572613	-58.790250809564945	-54572.82636572613	3.431514520784761	3.3727277190706224	-55.41752309049432	1.8426264331662412	1.80364692665694	1.1182430490991309	1.0466842905574305
279500	-54619.156211478854	-54564.738510929834	-54.41770054902073	-54564.738510929834	3.424255723123311	3.3727277190706224	-51.044972829950105	2.034111920075347	1.8222966715214421	1.1316766360931056	1.0385491461887584
280000	-54620.79772818622	-54565.34240731699	-55.45532086922923	-54565.34240731699	3.2548139539558205	3.3727277190706224	-52.08259315015861	2.034111920075347	1.820909852129989	1.1277358271456928	1.033421711436807
280500	-54627.085171448656	-54577.22918285353	-49.85598859512494	-54577.22918285353	2.899988895826834	3.3727277190706224	-46.48326087605432	1.9615901769943866	1.812432928270901	1.1053715943064328	1.036928359836518
281000	-54627.63083712388	-54567.91434101252	-59.71649611136063	-54567.91434101252	3.1156443981552586	3.3727277190706224	-56.34376839229	2.0509063192529147	1.837789890327644	1.1226880120888458	1.0347132704969184
281500	-54627.96386303105	-54575.07206435516	-52.89179867588664	-54575.07206435516	3.099457373205664	3.3727277190706224	-49.519070956816016	1.8014656075722155	1.84670195724192	1.1625452471085609	1.039284220520767
282000	-54624.41049674618	-54574.8235565343	-49.58694021188745	-54574.8235565343	3.0530514428819835	3.3727277190706224	-46.21421249281683	1.7198668189196915	1.8541510664194374	1.1656880936580372	1.0269638823856766
282500	-54630.10192319562	-54576.150236816204	-53.95168637941691	-54576.150236816204	2.9142123901684807	3.3727277190706224	-50.57895866034629	1.9210947930989077	1.8314143660784092	1.1464651141165088	1.0182211574838862
283000	-54627.47623694437	-54574.24546447834	-53.23077246602649	-54574.24546447834	2.773716110892185	3.3727277190706224	-49.85804474695586	1.7316908108371518	1.8434783577608456	1.12243597150658	0.9914479229241001
283500	-54626.59575773646	-54572.92751994506	-53.66823779140147	-54572.92751994506	2.773716110892185	3.3727277190706224	-50.29551007233084	1.8713031487204086	1.8688493844182303	1.143920682179824	1.0039152497773263
284000	-54627.50210589376	-54572.73921136441	-54.762894529347555	-54572.73921136441	2.75125578201345	3.3727277190706224	-51.39016681027693	1.7725088899166035	1.905989896426264	1.1689887419631515	1.0146679749218184
284500	-54613.12420169335	-54562.06417998353	-51.060021709814805	-54562.06417998353	2.828251471798159	3.3727277190706224	-47.68729399074418	1.7725088899166035	1.9013239425863315	1.140981106294638	1.0016412364797889
285000	-54613.905724801916	-54564.24448385946	-49.66124094245622	-54564.24448385946	2.6150041733985656	3.3727277190706224	-46.28851322338559	1.6313960987285716	1.9001591362641665	1.0942938077692799	1.0049537638732298
285500	-54613.95758975175	-54564.04275441566	-49.91483533608462	-54564.04275441566	2.5676264418241517	3.3727277190706224	-46.542107617014	2.264040692707078	1.888469244543206	1.0924465198618853	1.006074761740677
286000	-54614.22825195886	-54564.11821596027	-50.11003599859654	-54564.11821596027	2.6098408471455388	3.3269684307502225	-46.78306756784632	1.8038532735769781	1.8766093113264926	1.1013161219987841	1.0108647381513252
286500	-54610.898882630514	-54565.59593225783	-45.30295037268632	-54565.59593225783	2.7970296480121912	3.3269684307502225	-41.9759819419361	1.9561639432462095	1.7958007266566969	1.0487016929251103	0.9982646916527683
287000	-54617.98908857928	-54568.379103793566	-49.60998478571196	-54568.379103793566	2.763788436128614	3.52504049910941	-46.08494428660255	1.906829298096525	1.833928796204637	1.0740406161524458	1.0136134168494684
287500	-54622.40810897881	-54580.2460896541	-42.162019324704815	-54580.2460896541	2.746060944530271	3.52504049910941	-38.636978825595406	1.8302170755044327	1.843166142411677	1.0901767015764157	1.0067848771753618
288000	-54610.12480654672	-54561.80890981342	-48.31589673329794	-54561.80890981342	2.561218610249428	3.52504049910941	-44.79085623418853	2.023958662548578	1.9218919919160107	1.1118988112936004	1.0110668920558017
288500	-54602.99415231015	-54557.53127847466	-45.46287383549854	-54557.53127847466	2.8568647000159846	3.52504049910941	-41.93783333638913	2.1063886156221345	1.8526692036038288	1.1056482495864541	1.000903958355847
289000	-54600.46594542532	-54552.491184256636	-47.974761168684246	-54552.491184256636	2.799223946469912	3.52504049910941	-44.44972066957484	1.9430739519501292	1.8963438825342627	1.0852234109984953	0.991530308318
289500	-54608.733637365454	-54558.413048949544	-50.32058841590812	-54558.413048949544	3.047991161398654	3.52504049910941	-46.79554791679871	2.0866623453025994	1.9282630458013053	1.0860406493852044	0.9822124942606708
290000	-54609.039461960776	-54561.93235877049	-47.10710319028195	-54561.93235877049	3.038935664924028	3.52504049910941	-43.58206269117254	1.6989913689100602	1.9183784787259324	1.0316301506410555	0.9703543135062073
290500	-54611.61850011407	-54567.64024066246	-43.97825945161036	-54567.64024066246	2.646621770022405	3.52504049910941	-40.453218952500954	2.1977835457765176	1.9424420114155208	1.032971699848581	0.9617225374949765
291000	-54606.83527930165	-54566.438960553045	-40.39631874860628	-54566.438960553045	2.7074912111172216	3.270863918419476	-37.125454830186804	2.2843055652333106	1.9131268613607364	1.025182200098223	0.9663746503312727
291500	-54619.033509814086	-54571.47008313616	-47.56342667792504	-54571.47008313616	2.8712534213376046	3.270863918419476	-44.292562759505564	1.971631079945185	1.93166896782658	1.0187834852013757	0.9549168150687221
292000	-54615.123806508826	-54566.13159270687	-48.99221380195168	-54566.13159270687	2.879043499840332	3.270863918419476	-45.7213498835322	1.630507844156793	1.899749198058952	1.052936645473033	0.9528429163355289
292500	-54611.105777946716	-54561.87335916376	-49.23241878295845	-54561.87335916376	2.854105555224798	3.270863918419476	-45.961554864538975	2.1311031952787105	1.9366777159748367	1.0468398520029696	0.9521383948516663
293000	-54615.99761291977	-54570.50048047231	-45.49713244745742	-54570.50048047231	2.647120593410011	3.270863918419476	-42.22626852903794	1.7316456689665054	1.985382958136952	1.0104368900322551	0.9605050192678303
293500	-54609.74472480978	-54565.15367767055	-44.5910471392375	-54565.15367767055	2.5477521151374374	3.270863918419476	-41.32018322081802	1.9602946677764816	2.0390270300894575	1.021875886231997	0.959619249555413
294000	-54612.33127298937	-54562.36078850936	-49.97048448001725	-54562.36078850936	3.0266889447445315	3.270863918419476	-46.69962056159777	1.9128160592127428	1.9981521709948145	1.1473125761890985	0.9836244592048676
294500	-54597.79088946713	-54554.019820220456	-43.7710692466742	-54554.019820220456	2.8649619048812727	3.270863918419476	-40.50020532825473	1.945951500072151	1.9540311809315758	1.1634030260292427	1.0071608188632213
295000	-54615.4382111449	-54565.019568495125	-50.41864264977548	-54565.019568495125	3.338091264256854	3.270863918419476	-47.147778731356006	2.0025024847262203	1.924138125405708	1.1699604181672938	1.0128021920759802
295500	-54612.985040035535	-54565.50060789593	-47.48443213960873	-54565.50060789593	2.811582824405884	3.270863918419476	-44.21356822118925	1.9362836095377276	1.9587634160275007	1.1530135949320712	0.9935525010862625
296000	-54602.329512487166	-54559.144098082754	-43.185414404413294	-54559.144098082754	2.7093097774648767	3.270863918419476	-39.91455048599382	1.976596339171066	1.9559122739883554	1.1958307846933824	0.9964288713796391
296500	-54603.062117618	-54563.48219857684	-39.57991904115984	-54563.48219857684	2.2732788478719517	3.270863918419476	-36.30905512274037	2.176112660338419	2.009776338865947	1.0850073175820645	0.9515694201605513
297000	-54604.394928694615	-54570.20203531562	-34.19289337899839	-54570.20203531562	2.1386095145145427	3.270863918419476	-30.92202946057892	2.1436142257873843	2.040781166503575	1.083528061331715	0.9612294923568435
297500	-54619.646766091566	-54576.568987146944	-43.07777894462223	-54576.568987146944	2.2584861891130323	3.6275671710736863	-39.450211773548546	2.0122317196078288	2.025669282178194	1.0724271980812559	0.9506868292443289
298000	-54630.98660889397	-54585.20661710251	-45.77999179145905	-54585.20661710251	2.370363852589792	3.35392386944564	-42.42606792201341	2.0122317196078288	2.02985718438628	1.0408522474973796	0.9382337091935525
298500	-54617.32904989459	-54575.85207390691	-41.47697598768147	-54575.85207390691	2.3357577523053656	3.35392386944564	-38.12305211823583	2.0455282909004286	2.028506053438665	1.0808756906629136	0.9423245820030277
299000	-54620.22172514197	-54573.29205071084	-46.92967443112744	-54573.29205071084	2.4569423441950513	3.35392386944564	-43.5757505616818	2.019700261866275	1.9883470418788685	1.1084391083495244	0.9688067917436944
299500	-54615.89089415913	-54567.00527117539	-48.88562298374131	-54567.00527117539	2.455272577420459	3.35392386944564	-45.53169911429567	2.1583432915705463	2.0171785810947	1.1406859525721795	0.9663427297245875
300000	-54601.72950818735	-54555.072980220844	-46.65652796651175	-54555.072980220844	2.455272577420459	3.35392386944564	-43.302604097066116	1.9049347430594898	2.013156698816437	1.1637012582273711	0.9753653476406287
300500	-54605.97084799789	-54554.69430591633	-51.27654208155468	-54554.69430591633	2.5550301681226415	3.35392386944564	-47.92261821210904	2.0448694953043316	1.9735079103481792	1.1717230350650902	0.9860915647852952
301000	-54597.01898228881	-54555.926500075	-41.09248221381202	-54555.926500075	2.5091975429861435	3.35392386944564	-37.73855834436638	1.9575311876186	1.954539519888452	1.1646646262306974	0.9792446926661383
301500	-54601.20345869938	-54558.6869032448	-42.51655545458539	-54558.6869032448	2.6660054401097377	3.35392386944564	-39.16263158513975	1.9575311876186	1.9993437939042507	1.0895088082380158	0.9519473875994992
302000	-54603.594654143526	-54559.71028242281	-43.88437172070965	-54559.71028242281	2.7219347447058198	3.35392386944564	-40.530447851264015	1.8029831199306372	1.9968276997148007	1.0925702229072094	0.9580528136511753
302500	-54603.705103639775	-54564.451912329394	-39.2531913103843	-54564.451912329394	2.382706734848796	3.35392386944564	-35.899267440938665	2.1321316335000295	2.0533216319174246	1.1075665071344607	0.9480987559743856
303000	-54605.59776269044	-54567.66747924067	-37.930283449773555	-54567.66747924067	2.370661921544501	3.35392386944564	-34.57635958032792	2.2185519931254705	1.96529146558512	1.041184790098866	0.9432630541222085
303500	-54611.33177312468	-54564.32820172479	-47.00357139988955	-54564.32820172479	2.890328499746548	3.35392386944564	-43.649647530443914	1.700855889224655	1.9304639198867468	1.009455116979303	0.9330983317620574
304000	-54592.51696852791	-54555.981349516784	-36.53561901112559	-54555.981349516784	2.6396725969142922	3.558736442949063	-32.97688256817653	1.853870125138827	1.9224384469161804	1.0017186205231954	0.9290437997581654
304500	-54604.16442846745	-54564.07876075707	-40.08566771037781	-54564.07876075707	2.6395798091372638	3.558736442949063	-36.52693126742875	2.0370097734080184	1.9017711961731096	1.0195369276214516	0.9248665147797283
305000	-54610.47561532824	-54570.516861225835	-39.95875410240985	-54570.516861225835	2.7449639002737523	3.558736442949063	-36.40001765946079	2.2665543372228836	1.9473166880383843	1.0152626236534095	0.9215971389440655
305500	-54605.92152076165	-54566.23200510946	-39.68951565219335	-54566.23200510946	2.6984803110200732	3.558736442949063	-36.13077920924429	2.3246461879307265	1.9020157852117567	0.9844934744067142	0.9181747714766367
306000	-54586.869140531446	-54548.870011036895	-37.999129494549365	-54548.870011036895	2.6707791949666695	3.558736442949063	-34.4403930516003	2.101284573667499	1.9031893812092109	0.9931513127769963	0.9431571731019406
306500	-54576.26822193439	-54536.918137297966	-39.35008463642542	-54536.918137297966	2.634995062023778	3.558736442949063	-35.79134819347636	1.8981810724123966	1.936665243364505	0.9861817162352782	0.9451248968108242
307000	-54604.754032864745	-54558.07704006339	-46.67699280135469	-54558.07704006339	3.0955043515413045	3.745938967397715	-42.93105383395698	1.9172780777831142	1.937313079463252	0.9888845161087366	0.9469561810269975
307500	-54599.82979988769	-54555.463434805286	-44.36636508239922	-54555.463434805286	2.787240017192505	3.745938967397715	-40.62042611500151	2.1614426160075246	1.934739542082478	1.0116178274968417	0.9612739310450871
308000	-54593.03986553778	-54550.95124812224	-42.08861741554167	-54550.95124812224	2.724533639897959	3.745938967397715	-38.34267844814396	2.0679287071314394	1.9440082080539791	1.0022156613157904	0.9467259201154484
308500	-54583.66760496001	-54540.11405124356	-43.55355371644894	-54540.11405124356	2.561111969611358	3.745938967397715	-39.807614749051226	2.025263044653688	1.9425954144480808	1.0063861296047327	0.9368496011475776
309000	-54591.89870842141	-54547.894702195656	-44.00400622575549	-54547.894702195656	2.4803301145179875	3.745938967397715	-40.25806725835778	1.721104441607921	1.9389165744538905	1.0055056566728773	0.9478480580978625
309500	-54605.74186367662	-54552.59504720841	-53.14681646821892	-54552.59504720841	2.63771931518561	3.745938967397715	-49.40087750082121	1.7319343259129685	1.97062193750305	1.0542577880077024	0.9458316716925244
310000	-54607.048511412395	-54559.74255846403	-47.305952948365494	-54559.74255846403	2.4680638086734574	3.745938967397715	-43.56001398096778	2.126226115900541	1.9583666615409792	1.0396032245777693	0.945872517932087
310500	-54593.5978574907	-54551.40973753733	-42.18811995336586	-54551.40973753733	2.4595609168984534	3.745938967397715	-38.44218098596815	2.114089696648278	1.937774457259825	1.0050492943716567	0.9616657062971371
311000	-54598.25660950741	-54554.965362657334	-43.29124685007283	-54554.965362657334	2.60373100611376	3.745938967397715	-39.54530788267512	1.7728921918914669	1.9061490098482048	1.0098583733686537	0.9689920698510723
311500	-54604.16515956696	-54559.07308400554	-45.09207556141961	-54559.07308400554	2.667868354916116	3.745938967397715	-41.3461365940219	1.7858813135509208	1.953144322381912	1.0175382372201762	0.972006428832417
312000	-54609.31487840742	-54561.14497997613	-48.16989843128682	-54561.14497997613	2.7005261521670603	3.745938967397715	-44.423959463889105	2.276633990922104	1.9621487838039189	1.0327397903788615	0.9682025506693258
312500	-54601.67711243994	-54549.12871056135	-52.54840187858292	-54549.12871056135	2.9654431362779103	3.745938967397715	-48.80246291118521	1.9454300294096016	1.8914290479368128	1.10290211631117	0.9810844281599066
313000	-54596.50832456802	-54541.405698181414	-55.10262638660473	-54541.405698181414	3.8693127734487236	3.745938967397715	-51.35668741920702	1.7790422208210168	1.8569166719257053	1.1228275488323798	0.9949304189483823
313500	-54590.286417264506	-54546.77377504834	-43.51264221616058	-54546.77377504834	2.9473174239104822	3.745938967397715	-39.766703248762866	2.1145417745082553	1.9243855920359607	1.1191588809709287	0.9972511683965893
314000	-54596.853499337325	-54545.20353374381	-51.64996559352121	-54545.20353374381	3.053050105471988	3.745938967397715	-47.904026626123496	1.6363832768798257	1.8896400171089702	1.1261306101718183	1.0051727099217447
314500	-54593.079939392075	-54544.08647824641	-48.99346114566278	-54544.08647824641	2.9787262987227736	3.745938967397715	-45.247522178265065	1.83278097089061	1.8736002382604686	1.120392624149776	0.9935879500558493
315000	-54607.55966619066	-54558.95106503458	-48.60860115608487	-54558.95106503458	2.8854344083488463	3.745938967397715	-44.86266218868716	1.7871721569417383	1.8327490372311703	1.1331897905317063	0.9979614271694793
315500	-54612.68835003662	-54563.60840313074	-49.07994690588007	-54563.60840313074	2.8847536798502134	3.745938967397715	-45.33400793848236	1.8197767299785574	1.8568811052661283	1.0975939774036236	0.9911259903624611
316000	-54620.19095744544	-54570.04679398485	-50.14416346058535	-54570.04679398485	2.9122843587576766	3.7072842259760854	-46.436879234609265	1.7622270212527666	1.8816549589624145	1.1048332691127778	0.9869121702534885
316500	-54616.912896458176	-54567.319385223214	-49.59351123496164	-54567.319385223214	2.9282145310541368	3.7072842259760854	-45.88622700898556	1.9546219218260728	1.885575022846189	1.0941548963027514	0.9963526726443492
317000	-54626.187798343344	-54572.665119994526	-53.522678348819696	-54572.665119994526	2.893530751432732	3.7072842259760854	-49.815394122843614	1.7025860020043369	1.8812974251372316	1.1036492337824362	0.9869073816197856
317500	-54616.80912948762	-54566.91749899103	-49.89163049659193	-54566.91749899103	2.942771909156363	3.7072842259760854	-46.18434627061585	1.938452627376958	1.8689753389988852	1.0251391938522072	0.9634359812172804
318000	-54627.74928871427	-54573.77136671386	-53.977922000414104	-54573.77136671386	2.8744982887666244	3.344029646875654	-50.63389235353845	1.8609372828572879	1.8601574332567898	1.0217570340678668	0.9671624837111344
318500	-54618.80025456774	-54577.853077715095	-40.94717685264446	-54577.853077715095	2.571123148909736	3.344029646875654	-37.603147205768806	1.9774799179218978	1.8759055663554252	1.02602820980285	0.9624127610263112
319000	-54604.084777124175	-54560.39220288195	-43.692574242222605	-54560.39220288195	2.714043537052359	3.344029646875654	-40.34854459534695	1.9774799179218978	1.8605876654524562	1.0233249573836378	0.9703935924956526
319500	-54617.997426428934	-54565.01082518647	-52.9866012424596	-54565.01082518647	2.9079067097578237	3.344029646875654	-49.642571595583945	1.7459326046148773	1.8368310719557517	1.016240559175678	0.9804577329376635
