0,Missouri.USA/46.16/FH124/G
0,Indiana.USA/48.16/G
0,Missouri.USA/41.16/FH122/G
0,Massachusetts.USA/8.17/G
0,Massachusetts.USA/14.17/G
0,Indiana.USA/49.16/G
0,Indiana.USA/1.17/G
0,NorthDakota.USA/15.17/G
0,NorthDakota.USA/9.17/G
0,NorthDakota.USA/14.17/G
0,Wisconsin.USA/15.17/FH137/G
0,Missouri.USA/28.17/FH101/G
0,Missouri.USA/11.17/FH133/G
0,Massachusetts.USA/17.17/G
0,Massachusetts.USA/22.17/9/G
0,Massachusetts.USA/25.17/5/G
0,Massachusetts.USA/25.17/6/G
0,Wisconsin.USA/19.17/FH141/G
0,Washington.USA/19.17/FH44/G
0,Massachusetts.USA/23.17/G
0,Missouri.USA/15.17/FH138/G
0,Wisconsin.USA/15.17/FH89/G
0,Illinois.USA/11.17/G
0,Missouri.USA/15.17/FH134/G
0,Missouri.USA/50.16/FH125/G
0,Missouri.USA/7.17/FH129/G
0,Missouri.USA/46.16/FH123/G
0,Missouri.USA/2.17/FH127/G
0,Washington.USA/17.17/FH37/G
0,Missouri.USA/19.17/FH140/G
0,Illinois.USA/14.17/G
0,Alabama.USA/15.17/FH139/G
0,Washington.USA/6.17/FH51/G
0,Kansas.USA/8.17/4/G
0,Kansas.USA/10.17/G
0,Missouri.USA/24.17/FH165/G
0,Missouri.USA/33.17/FH155/G
0,Kansas.USA/9.17/2/G
0,Kansas.USA/15.17/G
0,Alabama.USA/19.17/FH92/G
0,Alabama.USA/7.17/FH164/G
0,Kansas.USA/13.17/2/G
0,Massachusetts.USA/14.17/2/G
0,Alabama.USA/11.17/FH90/G
0,Washington.USA/5.17/FH50/G
1.0,Washington.USA/50.16/FH33/G
1.0,Washington.USA/51.16/FH46/G
1.0,Washington.USA/1.17/FH29/G
1.0,Washington.USA/2.17/FH66/G
1.0,Washington.USA/49.16/FH45/G
1.0,Washington.USA/11.17/FH56/G
1.0,Washington.USA/3.17/FH24/G
1.0,Washington.USA/4.17/FH49/G
1.0,Washington.USA/6.17/FH13/G
1.0,Washington.USA/50.16/FH2/G
1.0,Washington.USA/3.17/FH25/G
1.0,Washington.USA/12.17/FH34/G
1.0,Washington.USA/1.17/FH65/G
1.0,Washington.USA/8.17/FH17/G
1.0,Washington.USA/4.17/FH71/G
1.0,Washington.USA/2.17/FH54/G
1.0,Washington.USA/4.17/FH70/G
1.0,Washington.USA/2.17/FH21/G
1.0,Washington.USA/7.17/FH166/G
1.0,Washington.USA/5.17/FH161/G
1.0,Washington.USA/6.17/FH14/G
1.0,Washington.USA/6.17/FH105/G
1.0,Washington.USA/8.17/FH19/G
1.0,Washington.USA/12.17/FH35/G
1.0,Washington.USA/1.17/FH6/G
1.0,Washington.USA/1.17/FH8/G
1.0,Washington.USA/22.17/FH74/G
1.0,Washington.USA/16.17/FH152/G
1.0,Washington.USA/5.17/FH30/G
1.0,Washington.USA/3.17/FH59/G
1.0,Washington.USA/2.17/FH23/G
1.0,Washington.USA/2.17/FH58/G
1.0,Washington.USA/10.17/FH52/G
1.0,Washington.USA/7.17/FH61/G
1.0,Washington.USA/12.17/FH57/G
1.0,Washington.USA/5.17/FH9/G
2,BritishColumbia.CAN/28.16/6/G
2,BritishColumbia.CAN/36.16/G
2,BritishColumbia.CAN/26.16/1/G
2,BritishColumbia.CAN/29.16/5/G
2,BritishColumbia.CAN/13.16/G
2,BritishColumbia.CAN/25.16/5/G
2,BritishColumbia.CAN/21.16/6/G
2,BritishColumbia.CAN/21.16/2/G
2,BritishColumbia.CAN/28.16/4/G
2,BritishColumbia.CAN/33.16/2/G
2,BritishColumbia.CAN/18.16/G
2,BritishColumbia.CAN/20.16/1/G
2,BritishColumbia.CAN/24.16/4/G
2,BritishColumbia.CAN/24.16/5/G
2,BritishColumbia.CAN/31.16/4/G
2,BritishColumbia.CAN/29.16/6/G
2,BritishColumbia.CAN/24.16/1/G
2,BritishColumbia.CAN/23.16/2/G
2,BritishColumbia.CAN/24.16/7/G
2,BritishColumbia.CAN/42.16/G
2,BritishColumbia.CAN/30.16/2/G
2,BritishColumbia.CAN/21.16/3/G
2,BritishColumbia.CAN/30.16/3/G
2,BritishColumbia.CAN/19.16/3/G
2,BritishColumbia.CAN/27.16/4/G
2,BritishColumbia.CAN/18.16/3/G
2,BritishColumbia.CAN/22.16/2/G
2,BritishColumbia.CAN/19.16/2/G
2,BritishColumbia.CAN/24.16/2/G
2,BritishColumbia.CAN/23.16/1/G
2,BritishColumbia.CAN/21.16/4/G
2,BritishColumbia.CAN/19.16/1/G
2,BritishColumbia.CAN/19.16/5/G
2,BritishColumbia.CAN/18.16/4/G
2,BritishColumbia.CAN/18.16/2/G
2,BritishColumbia.CAN/29.16/3/G
2,BritishColumbia.CAN/34.16/3/G
2,BritishColumbia.CAN/24.16/3/G
2,BritishColumbia.CAN/28.16/5/G
2,BritishColumbia.CAN/17.16/G
2,BritishColumbia.CAN/16.16/4/G
2,BritishColumbia.CAN/25.16/3/G
2,BritishColumbia.CAN/27.16/3/G
2,BritishColumbia.CAN/29.16/4/G
2,BritishColumbia.CAN/26.16/5/G
2,BritishColumbia.CAN/27.16/7/G
2,BritishColumbia.CAN/28.16/1/G
2,BritishColumbia.CAN/31.16/2/G
2,BritishColumbia.CAN/30.16/1/G
2,BritishColumbia.CAN/31.16/1/G
3.0,BritishColumbia.CAN/14.11/2/G
3.0,Ontario.CAN/37.09/G
3.0,Ontario.CAN/40.09/1/G
3.0,Ontario.CAN/38.09/2/G
3.0,Ontario.CAN/50.09/1/G
3.0,Ontario.CAN/50.09/3/G
3.0,California.USA/40.11/G
4.0,Massachusetts.USA/37.15/1/G
4.0,Ohio.USA/2.18/FH102/G
4.0,Massachusetts.USA/46.16/5/G
5,Montana.USA/11.16/G
5,Massachusetts.USA/27.16/1/G
5,Massachusetts.USA/30.16/1/G
5,Massachusetts.USA/45.16/2/G
