#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:uniprotOMP_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:uniprotOMP_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:uniprotOMP_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.uniprotOMP_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:uniprotOMP_muscle" name="distribution" x="@birthRate.t:uniprotOMP_muscle">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="GammaShapePrior.s:uniprotOMP_muscle" name="distribution">
#            <parameter id="gammaShape.s:uniprotOMP_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@uniprotOMP_muscle" id="treeLikelihood.uniprotOMP_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:uniprotOMP_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:uniprotOMP_muscle" shape="@gammaShape.s:uniprotOMP_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:uniprotOMP_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:uniprotOMP_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:uniprotOMP_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:uniprotOMP_muscle" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:uniprotOMP_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	gammaShape
3214000	-118547.0140502915	-118446.26230965667	-100.75174063483227	-118446.26230965667	3.942180707130386	-95.69328031524375	1.3569057739421944	3.701554545646334
3215000	-118546.22731900225	-118446.5572696281	-99.6700493741535	-118446.5572696281	3.7833514023160046	-94.71657970896567	1.251915119541507	3.701554545646334
3216000	-118547.94905049865	-118447.05095681114	-100.89809368749768	-118447.05095681114	3.661612448244249	-95.99696867302981	1.1995704688215336	3.701554545646334
3217000	-118542.73892175787	-118441.7898330937	-100.94908866417403	-118441.7898330937	3.927338231518802	-96.0080315781501	1.2395025403775957	3.701554545646334
3218000	-118549.76454004092	-118450.68921694493	-99.07532309599841	-118450.68921694493	3.907426672769632	-94.08368140701653	1.2900871433355512	3.701554545646334
3219000	-118543.85249485979	-118445.47284855662	-98.37964630318181	-118445.47284855662	3.762547518245371	-93.24634454296393	1.4317472145715606	3.701554545646334
3220000	-118542.81883172256	-118444.4767685805	-98.34206314206564	-118444.4767685805	3.9166930075749034	-93.37241631545892	1.2680922809603952	3.701554545646334
3221000	-118544.34813833161	-118449.2443359373	-95.10380239430499	-118449.2443359373	3.631416673392128	-89.98611723063051	1.4161306180281474	3.701554545646334
3222000	-118544.14602108256	-118445.18321495244	-98.96280613011767	-118445.18321495244	3.8637913214976263	-94.03941461869735	1.221836965773982	3.701554545646334
3223000	-118546.69825498447	-118445.38760296497	-101.31065201950173	-118445.38760296497	3.9724185086100574	-96.26164783815125	1.3474496357041474	3.701554545646334
3224000	-118541.57817677478	-118445.7587290699	-95.81944770488836	-118445.7587290699	3.8413475410926723	-90.68759303612444	1.4303001231175916	3.701554545646334
3225000	-118544.7166604495	-118447.30523292796	-97.41142752153472	-118447.30523292796	3.776909700993351	-92.52080563661883	1.1890673392695592	3.701554545646334
3226000	-118555.00011322633	-118452.95246168788	-102.04765153845251	-118452.95246168788	4.23825568503843	-96.86624402576706	1.4798529670391263	3.701554545646334
3227000	-118556.83079614608	-118452.12327419582	-104.7075219502544	-118452.12327419582	4.166872890101843	-99.79814217687607	1.2078252277319979	3.701554545646334
3228000	-118552.58802351255	-118449.23273416415	-103.35528934840404	-118449.23273416415	4.169262047037275	-98.44316872896299	1.2105660737947168	3.701554545646334
3229000	-118549.19271469151	-118448.5167355292	-100.67597916231009	-118448.5167355292	4.135025847208049	-95.83293587034204	1.141488746321716	3.701554545646334
3230000	-118556.29931641465	-118454.69347612147	-101.60584029318642	-118454.69347612147	3.9621110009631177	-96.58914738185948	1.3151383656806068	3.701554545646334
3231000	-118569.77409674287	-118466.51429300077	-103.25980374209394	-118466.51429300077	3.90180596290347	-98.38572586677235	1.17252332967526	3.701554545646334
3232000	-118559.7971139868	-118456.60452701253	-103.19258697427237	-118456.60452701253	4.087748310376413	-98.39132568815229	1.0997067404737515	3.701554545646334
3233000	-118550.46932988988	-118450.07303148662	-100.39629840325395	-118450.07303148662	3.8537638581455287	-95.59704983110919	1.0976940264984238	3.701554545646334
3234000	-118554.78048879649	-118452.83897641246	-101.9415123840319	-118452.83897641246	3.9098032937912137	-96.99233077308887	1.2476270652966912	3.701554545646334
3235000	-118541.01626890001	-118441.43510798583	-99.58116091418492	-118441.43510798583	4.013485519302822	-94.63746241496456	1.242143953574025	3.701554545646334
3236000	-118539.90008622251	-118441.18667830268	-98.71340791982482	-118441.18667830268	3.811369258446452	-93.6108575712773	1.400995802901186	3.701554545646334
3237000	-118545.20927737567	-118446.35787442225	-98.85140295342983	-118446.35787442225	4.0552894070962955	-93.81496496296258	1.3348834448209186	3.701554545646334
3238000	-118544.05109257495	-118443.34135834542	-100.70973422952943	-118443.34135834542	3.813117824769435	-95.85995769867402	1.1482219852090731	3.701554545646334
3239000	-118545.24145806987	-118444.7315736631	-100.50988440677595	-118444.7315736631	3.949524712463435	-95.77473484916729	1.1381464375517385	3.5970031200569235
3240000	-118540.5084042069	-118439.36973891195	-101.13866529496013	-118439.36973891195	4.11828707780208	-96.32443945476642	1.2172227201367922	3.5970031200569235
3241000	-118558.65865263196	-118450.64183160747	-108.01682102449297	-118450.64183160747	4.055729375842191	-102.96364485099343	1.4561730534426145	3.5970031200569235
3242000	-118570.16678218961	-118466.10822230592	-104.05855988369261	-118466.10822230592	3.9317143638250243	-98.97480003560622	1.4867567280294596	3.5970031200569235
3243000	-118562.58337827899	-118457.28972886014	-105.29364941884029	-118457.28972886014	4.287676699837889	-100.5452299199999	1.1514163787834644	3.5970031200569235
3244000	-118558.25023580279	-118454.45785741131	-103.79237839146951	-118454.45785741131	4.1397826607616395	-99.15056558869968	1.0448096827129143	3.5970031200569235
3245000	-118557.97175218219	-118457.2377082403	-100.73404394188596	-118457.2377082403	4.078332571136172	-95.89989135206268	1.237149469766344	3.5970031200569235
3246000	-118565.99278761806	-118466.18386260359	-99.80892501446925	-118466.18386260359	3.7266712670246576	-94.97413031670132	1.2377915777110087	3.5970031200569235
3247000	-118553.03397320774	-118450.21971842143	-102.81425478630842	-118450.21971842143	3.878646205009983	-98.14299231438697	1.074259351864521	3.5970031200569235
3248000	-118540.01538936088	-118437.10027949643	-102.91510986445186	-118437.10027949643	4.05920077901066	-98.13685828951124	1.1812484548837066	3.5970031200569235
3249000	-118545.91795429392	-118443.68474993209	-102.23320436184198	-118443.68474993209	3.891267918777739	-97.32109559052387	1.291998770257518	3.620110001060596
3250000	-118545.03282176392	-118441.400193517	-103.63262824691816	-118441.400193517	3.768521031055056	-98.93451433484645	1.0780039110111144	3.620110001060596
3251000	-118550.09876273955	-118448.74883950237	-101.34992323717712	-118448.74883950237	3.7193107082249277	-96.63936528051059	1.090447955605934	3.620110001060596
3252000	-118547.36392926812	-118445.73732585134	-101.6266034167751	-118445.73732585134	3.8092544382982343	-96.79433438075226	1.2121590349622433	3.620110001060596
3253000	-118550.64987417113	-118448.63508713784	-102.01478703328982	-118448.63508713784	4.190521659753043	-96.97365136636432	1.4210256658649087	3.620110001060596
3254000	-118553.12789891478	-118452.77432322977	-100.3535756850251	-118452.77432322977	3.9499916200325407	-95.42501110937806	1.30845457458645	3.620110001060596
3255000	-118558.4762422136	-118457.91329752907	-100.56294468452809	-118457.91329752907	4.099607630913251	-95.7565522054535	1.1862824780139938	3.620110001060596
3256000	-118555.89656138606	-118455.22367310243	-100.67288828362744	-118455.22367310243	3.959558129764914	-95.91447313404345	1.138305148523405	3.620110001060596
3257000	-118563.79627866861	-118458.47055886894	-105.32571979966467	-118458.47055886894	4.265659657942661	-100.63388580508959	1.0717239935144853	3.620110001060596
3258000	-118554.18897005467	-118451.31415312272	-102.87481693196146	-118451.31415312272	3.911449123547004	-97.68154058791328	1.2774959957487972	3.9157803482993914
3259000	-118547.23232996152	-118447.35377297283	-99.87855698869973	-118447.35377297283	3.867622691480627	-94.76273004837817	1.2000465920221637	3.9157803482993914
3260000	-118543.21918423666	-118440.86819750068	-102.35098673598172	-118440.86819750068	4.009532532373407	-97.10582846762406	1.3293779200582674	3.9157803482993914
3261000	-118556.19044719452	-118452.36088368006	-103.82956351446244	-118452.36088368006	3.8143970700554957	-98.95569499148354	0.958088174679506	3.9157803482993914
3262000	-118540.27285623983	-118439.81203627787	-100.46081996196149	-118439.81203627787	3.8838765835689864	-95.45393461750047	1.0911049961616273	3.9157803482993914
3263000	-118542.56772943382	-118441.04497324333	-101.52275619048366	-118441.04497324333	4.004665175257522	-96.75693945007265	1.139111566990434	3.626705173420581
3264000	-118543.74374371408	-118443.37037898718	-100.37336472690131	-118443.37037898718	3.8548594890857464	-95.57360927706203	1.1730502764187063	3.626705173420581
3265000	-118560.49972554235	-118460.593358073	-99.90636746934055	-118460.593358073	4.02673881675355	-94.6264896494346	1.2328386323220346	4.0470391875839145
3266000	-118551.46029044209	-118441.7200637927	-109.74022664939525	-118441.7200637927	4.160303114171516	-104.20669715695128	1.4864903048600497	4.0470391875839145
3267000	-118558.37688315337	-118453.46288767444	-104.91399547892809	-118453.46288767444	4.329364538426413	-100.24594780913117	1.1675717164321564	3.5004759533647682
3268000	-118552.42946416127	-118448.28014318738	-104.14932097388144	-118448.28014318738	4.024241707885133	-99.59315985646266	1.055685164054008	3.5004759533647682
3269000	-118555.77981055014	-118453.29488935861	-102.48492119153192	-118453.29488935861	3.9660436894573303	-97.76233700952143	1.1740269490353639	3.5485572329751283
3270000	-118550.85545985555	-118447.37030151892	-103.4851583366242	-118447.37030151892	4.139533476954736	-98.71859405903454	1.2180070446145237	3.5485572329751283
3271000	-118556.86622057806	-118454.86605496012	-102.0001656179344	-118454.86605496012	4.018207587849644	-97.24158836042184	1.2100200245374266	3.5485572329751283
3272000	-118566.25070027109	-118460.94602415623	-105.30467611486038	-118460.94602415623	3.9070562460880613	-100.38174514596939	1.4625408919348395	3.4603900769561573
3273000	-118550.9955189492	-118449.73390686538	-101.26161208381512	-118449.73390686538	4.20158013895928	-96.59140241728562	1.2098195895733486	3.4603900769561573
3274000	-118561.53638676176	-118461.11039858608	-100.4259881756685	-118461.11039858608	3.9011376121781316	-95.75799103232008	1.2076070663922542	3.4603900769561573
3275000	-118557.80138346697	-118454.07740487206	-103.72397859490081	-118454.07740487206	4.040419491546994	-99.12399266387806	1.139595854066603	3.4603900769561573
3276000	-118556.05355467011	-118453.14146013482	-102.91209453529368	-118453.14146013482	3.9646804196258447	-98.27787874432984	1.1738257140076707	3.4603900769561573
3277000	-118560.20972440757	-118453.95122347673	-106.25850093083437	-118453.95122347673	4.394860948351498	-101.33241365868602	1.326195724027878	3.599891548120474
3278000	-118573.53432231657	-118466.30417621322	-107.23014610334364	-118466.30417621322	4.1014382753044885	-102.23970753884035	1.3905470163828257	3.599891548120474
3279000	-118558.92988571514	-118458.24593614615	-100.68394956899394	-118458.24593614615	4.0746602061287085	-95.8891541601946	1.194903860678871	3.599891548120474
3280000	-118562.60372061055	-118461.47991859177	-101.12380201879162	-118461.47991859177	4.251973838343839	-96.1016273386865	1.094314659637626	3.9278600204674947
3281000	-118558.89331307681	-118453.7746026243	-105.11871045252039	-118453.7746026243	4.212227067187865	-100.15761017121761	1.0332402608352835	3.9278600204674947
3282000	-118563.51884896598	-118464.32112886637	-99.19772009960175	-118464.32112886637	3.8405109397367005	-93.54926112805265	1.2969651284671868	4.351493843081909
3283000	-118567.73976069743	-118469.84094097491	-97.89881972250483	-118469.84094097491	3.7740945807822794	-92.08259075060963	1.4647351288132906	4.351493843081909
3284000	-118552.70430432836	-118456.13213785284	-96.57216647552552	-118456.13213785284	3.6785497757342864	-90.90143587151124	1.3192367609323714	4.351493843081909
3285000	-118545.57516007891	-118449.24773798796	-96.32742209095692	-118449.24773798796	3.7401776344189486	-90.8739352180844	1.1019930297906058	4.351493843081909
3286000	-118555.25434384723	-118449.6735806466	-105.58076320063769	-118449.6735806466	4.374633504846326	-99.99564005830304	1.2336292992527385	4.351493843081909
3287000	-118551.75740196383	-118451.01394117656	-100.7434607872771	-118451.01394117656	3.8072650772848085	-95.24260192787334	1.1493650163218523	4.351493843081909
3288000	-118561.18588551176	-118457.94905039264	-103.23683511911895	-118457.94905039264	4.349321108924929	-98.54456615058098	1.303429257949667	3.388839710588304
3289000	-118552.92116888257	-118451.53776465522	-101.38340422735106	-118451.53776465522	4.014126394325826	-96.9264471191634	1.0681173975993654	3.388839710588304
3290000	-118559.43169415488	-118457.92728882055	-101.50440533432398	-118457.92728882055	4.201708953487505	-96.9295485969092	1.1860170268264827	3.388839710588304
3291000	-118551.71765326304	-118449.20906874431	-102.50858451873437	-118449.20906874431	3.846223455531002	-97.72701234130216	1.3927324668439092	3.388839710588304
3292000	-118552.87293032475	-118449.74146388075	-103.13146644400022	-118449.74146388075	4.123394612091979	-98.66421126183808	1.0784154715738488	3.388839710588304
3293000	-118557.53778725589	-118454.250007403	-103.28777985289648	-118454.250007403	4.104170672185496	-98.58987144092121	1.3090687013869688	3.388839710588304
3294000	-118558.09583308361	-118454.64037462627	-103.45545845735104	-118454.64037462627	4.043803438291576	-98.64206793426263	1.4245508125001125	3.388839710588304
3295000	-118555.40775396138	-118450.66761649775	-104.74013746362681	-118450.66761649775	4.118090723471289	-100.21744166525059	1.1338560877879222	3.388839710588304
3296000	-118554.38707520755	-118450.0275515439	-104.35952366365298	-118450.0275515439	4.0595979161837645	-99.83375369916205	1.1369302539026362	3.388839710588304
3297000	-118569.10830537986	-118464.2980019911	-104.81030338875394	-118464.2980019911	4.197345050504771	-100.22370526453392	1.1977584136317188	3.388839710588304
3298000	-118558.26633947	-118457.50165871851	-100.76468075149602	-118457.50165871851	4.142439104868452	-96.12552076944647	1.2503202714612514	3.388839710588304
3299000	-118570.69033941871	-118469.00689098075	-101.68344843796888	-118469.00689098075	3.868281614225615	-97.05407848881336	1.24053023856722	3.388839710588304
3300000	-118560.44768538608	-118454.88199041862	-105.56569496745747	-118454.88199041862	3.9617525602119956	-101.26358211215918	0.9132731447099912	3.388839710588304
3301000	-118546.40104311648	-118444.5315492133	-101.86949390318385	-118444.5315492133	4.031766326279546	-97.16415533835726	1.3164988542382963	3.388839710588304
3302000	-118558.13946359497	-118462.1067514518	-96.03271214315792	-118462.1067514518	3.6648103371907172	-91.37474072983127	1.269131702738352	3.388839710588304
3303000	-118550.73190826962	-118451.40212627721	-99.3297819923995	-118451.40212627721	3.786703544426043	-94.85458458460563	1.086357697205578	3.388839710588304
3304000	-118540.26817112065	-118443.0591406902	-97.20903043045358	-118443.0591406902	3.936963330790289	-92.57535017946492	1.244840540400357	3.388839710588304
3305000	-118544.07818498473	-118442.96627566172	-101.11190932300718	-118442.96627566172	3.8757331797174452	-96.6237780543258	1.0992915580930815	3.388839710588304
3306000	-118564.57230147375	-118461.50841184199	-103.06388963175392	-118461.50841184199	3.9761128633102047	-98.21335744265207	1.1616159236402852	3.688916265461578
3307000	-118546.28154614291	-118446.66073221332	-99.62081392958636	-118446.66073221332	3.8405594946657153	-94.75414297072084	1.1777546934039507	3.688916265461578
3308000	-118552.01415972378	-118447.505550605	-104.50860911878259	-118447.505550605	3.863039426028708	-99.48564109579554	1.3340517575254653	3.688916265461578
3309000	-118545.08546548076	-118445.13375860019	-99.95170688056815	-118445.13375860019	3.8143462764654124	-95.04172054335648	1.2210700717500989	3.688916265461578
3310000	-118562.60741393127	-118462.78183110213	-99.82558282914621	-118462.78183110213	3.8595310056042997	-94.8791936897725	1.2574728739121326	3.688916265461578
3311000	-118552.2974178908	-118448.92890795	-103.36850994080216	-118448.92890795	4.208017367020493	-98.35503761694173	1.3245560583988587	3.688916265461578
3312000	-118571.20061180773	-118470.2055259104	-100.99508589732547	-118470.2055259104	4.054992286807185	-96.22737860410625	1.0787910277576438	3.688916265461578
3313000	-118570.04907200193	-118469.59898696023	-100.45008504169492	-118469.59898696023	3.9068929307149416	-95.83683629126229	1.102853628945523	3.5103951214871087
3314000	-118565.00405612472	-118463.87984891678	-101.12420720793969	-118463.87984891678	4.09599501157138	-96.45891718410468	1.154894902347908	3.5103951214871087
3315000	-118554.13571908681	-118453.13971044437	-100.99600864244638	-118453.13971044437	3.71494774625035	-96.34423997088989	1.1413735500693865	3.5103951214871087
3316000	-118560.95164917527	-118460.50568157705	-100.44596759821756	-118460.50568157705	4.0073871300305415	-95.70802298415549	1.2275494925749617	3.5103951214871087
3317000	-118562.25390032915	-118460.59964080472	-101.6542595244195	-118460.59964080472	3.91463162319724	-96.96838864928803	1.1754757536443625	3.5103951214871087
3318000	-118559.24863973897	-118456.18702519903	-103.06161453993785	-118456.18702519903	3.8885070910193207	-98.37048638541384	1.1807330330368957	3.5103951214871087
3319000	-118560.47715845439	-118454.78045901412	-105.69669944026906	-118454.78045901412	4.043262105789124	-100.88536871522123	1.20794173410822	3.6033889909396106
3320000	-118569.08518831887	-118468.23843283458	-100.84675548429918	-118468.23843283458	3.957530049439377	-96.07639073383915	1.1669757595204222	3.6033889909396106
3321000	-118570.9152621835	-118466.6036678726	-104.31159431090778	-118466.6036678726	4.183104281444989	-99.54794123292471	1.0951570660447616	3.668496011938302
3322000	-118575.57365603113	-118471.40753546362	-104.1661205675247	-118471.40753546362	3.9335630752540376	-99.33788362424518	1.1597409313412128	3.668496011938302
3323000	-118577.62604413478	-118468.69862748616	-108.92741664863364	-118468.69862748616	4.207245296827442	-104.08041504124085	1.0602226491320774	3.7867789582607125
3324000	-118576.29474862563	-118468.3042428657	-107.99050575992186	-118468.3042428657	4.197423340155595	-102.72420362132914	1.4795231803320066	3.7867789582607125
3325000	-118587.14879028124	-118482.79008772048	-104.35870256075357	-118482.79008772048	3.9037649074473952	-99.31910106664324	1.252822535849623	3.7867789582607125
3326000	-118564.94951714609	-118461.72211050661	-103.22740663946865	-118461.72211050661	3.966059389770437	-98.33455270916221	1.0561860763707178	3.836667853935725
3327000	-118564.19147350124	-118459.72008320302	-104.4713902982174	-118459.72008320302	3.966198008485767	-99.50474620105973	1.1299762432219416	3.836667853935725
3328000	-118552.31510627436	-118453.40348583306	-98.91162044130455	-118453.40348583306	4.1463381059429345	-93.9628119291886	1.1121406581802253	3.836667853935725
3329000	-118554.17919376511	-118452.10695964201	-102.07223412310849	-118452.10695964201	3.887881582200618	-97.14390070597409	1.0916655631986805	3.836667853935725
3330000	-118553.9589005665	-118451.76887909057	-102.19002147593261	-118451.76887909057	4.4789205443102125	-97.09914254927536	1.254211072721526	3.836667853935725
3331000	-118571.1902455104	-118468.5869216526	-102.60332385779775	-118468.5869216526	3.983492735375168	-97.77991566299141	1.2197345471887375	3.603673647617595
3332000	-118558.08676602396	-118460.02196050584	-98.06480551812412	-118460.02196050584	3.9065521749881857	-93.09866547442418	1.1123679042428665	3.8537721394570577
3333000	-118563.23714065495	-118468.63196538358	-94.60517527136342	-118468.63196538358	3.7495841164232626	-89.53783748678156	1.2135656451248025	3.8537721394570577
3334000	-118576.74635553411	-118477.91013575532	-98.83621977879382	-118477.91013575532	3.5702616579265394	-93.85340572822352	1.1290419111132286	3.8537721394570577
3335000	-118569.40198631234	-118469.5013017125	-99.90068459983738	-118469.5013017125	4.001407318505158	-94.86216083456368	1.1847516258166264	3.8537721394570577
3336000	-118557.1052480108	-118458.9592449312	-98.14600307959567	-118458.9592449312	3.8117637322720275	-92.94036126464242	1.3518696754961883	3.8537721394570577
3337000	-118555.23876185171	-118455.78711338027	-99.45164847144244	-118455.78711338027	3.8892001509773357	-94.26079597270028	1.337080359285102	3.8537721394570577
3338000	-118548.38592373523	-118452.35421503108	-96.03170870415234	-118452.35421503108	3.7361786578132414	-90.88890979057264	1.2746522082389855	3.8681467053407075
3339000	-118548.25944671627	-118449.08676669459	-99.17268002168211	-118449.08676669459	3.8987831642595046	-94.12613037198679	1.1784029443546118	3.8681467053407075
3340000	-118545.99593352775	-118448.89879446695	-97.09713906080538	-118448.89879446695	4.007366644616796	-91.86290381280405	1.366088542660621	3.8681467053407075
3341000	-118560.31154019476	-118460.57813560119	-99.73340459356737	-118460.57813560119	4.031664302164013	-94.6700603622665	1.2710889319270366	3.792255299373839
3342000	-118553.83684431088	-118456.48794827721	-97.34889603366851	-118456.48794827721	3.917090909820697	-92.25078507887602	1.3058556554186498	3.792255299373839
3343000	-118556.07701442474	-118457.46111873056	-98.61589569417696	-118457.46111873056	3.9630676372680997	-93.64549457545463	1.1781458193484817	3.792255299373839
3344000	-118554.51401354819	-118458.95556664909	-95.55844689909317	-118458.95556664909	3.880478374388257	-90.44883754531934	1.317354054399994	3.792255299373839
3345000	-118560.01439903771	-118467.60169941679	-92.4126996209297	-118467.60169941679	3.4767201328829955	-86.76898862853643	1.389941995869304	4.25376899652396
3346000	-118559.82455483801	-118464.12869720273	-95.69585763527466	-118464.12869720273	3.7944547351632965	-90.61834963999996	1.2086174957942655	3.86889049948043
3347000	-118556.97156863584	-118463.2250705502	-93.74649808563905	-118463.2250705502	3.8985114940630656	-88.63347691153713	1.2441306746214837	3.86889049948043
3348000	-118569.97496872181	-118470.01795168413	-99.9570170376845	-118470.01795168413	4.185649942272696	-94.97409237558726	1.1140341626168	3.86889049948043
3349000	-118551.61982832369	-118451.6911160833	-99.92871224038947	-118451.6911160833	4.040020373625853	-95.01566888066317	1.044152860245874	3.86889049948043
3350000	-118544.45010783443	-118440.30735912675	-104.1427487076846	-118440.30735912675	3.94962887521647	-99.32568724317863	1.2588662796461616	3.558195184859817
3351000	-118558.47051012146	-118454.35962889751	-104.11088122396119	-118454.35962889751	4.245726332882724	-99.21052958394985	1.3421564551515297	3.558195184859817
3352000	-118550.37553527825	-118449.61986380143	-100.75567147681879	-118449.61986380143	3.8789331743112436	-95.99068038744163	1.2067959045173497	3.558195184859817
3353000	-118558.87415308942	-118451.59826081374	-107.27589227567293	-118451.59826081374	4.4366136902086195	-102.61528328240911	1.1024138084040065	3.558195184859817
3354000	-118545.17416463699	-118445.19946574378	-99.9746988932202	-118445.19946574378	4.0480203291699	-95.11521518023093	1.3012885281294493	3.558195184859817
3355000	-118560.10013382704	-118462.99671403621	-97.10341979083495	-118462.99671403621	3.6199863977290083	-91.94688497496782	1.3352149601911496	3.8213198556759815
3356000	-118554.96318594828	-118457.95119056822	-97.01199538005626	-118457.95119056822	3.8023389005867276	-91.71252897069309	1.4781465536872023	3.8213198556759815
3357000	-118555.74378500279	-118454.44590426052	-101.2978807422762	-118454.44590426052	3.946890515900794	-96.28638587022502	1.1901750163752023	3.8213198556759815
3358000	-118544.97549879219	-118443.64667183702	-101.32882695516646	-118443.64667183702	3.85329739882079	-95.97192619786594	1.5355809016245392	3.8213198556759815
3359000	-118550.44776747568	-118446.90338685979	-103.54438061588945	-118446.90338685979	4.018448481557292	-98.38790427540583	1.3351564848076343	3.8213198556759815
3360000	-118548.59964105312	-118444.17309370368	-104.42654734944253	-118444.17309370368	4.068780323848319	-99.525276229366	1.0799512644005445	3.8213198556759815
3361000	-118549.30261780352	-118448.95291254192	-100.34970526160484	-118448.95291254192	3.9627648152974086	-95.10553539141837	1.4228500145104925	3.8213198556759815
3362000	-118558.73110898695	-118458.23918760233	-100.49192138461889	-118458.23918760233	4.054017318925778	-95.52270741656105	1.1478941123818567	3.8213198556759815
3363000	-118540.99542872814	-118442.37904899131	-98.61637973683112	-118442.37904899131	3.852289048513739	-93.69029908379257	1.1047607973625764	3.8213198556759815
3364000	-118552.25454083883	-118450.64171702947	-101.6128238093523	-118450.64171702947	3.833257404945421	-96.43619504717182	1.3553089065045072	3.8213198556759815
3365000	-118539.77273906926	-118442.91918612385	-96.85355294541336	-118442.91918612385	4.040037560024423	-91.32439337318422	1.387613368381738	4.141546203847401
3366000	-118535.90596497612	-118441.02901147152	-94.87695350459497	-118441.02901147152	3.7696574207314213	-89.43998526211837	1.2954220386291986	4.141546203847401
3367000	-118552.7802182749	-118455.4795680206	-97.30065025430507	-118455.4795680206	3.753188248332215	-92.21986127240466	1.2735182269553524	3.8072707549450655
3368000	-118558.17064517994	-118459.19815413377	-98.97249104616286	-118459.19815413377	4.016208620809047	-93.92923913445996	1.2359811567578305	3.8072707549450655
3369000	-118552.18019612854	-118456.47434097259	-95.70585515594733	-118456.47434097259	3.62455557875352	-90.58146629095145	1.317118110050812	3.8072707549450655
3370000	-118554.20440848479	-118453.78121522363	-100.42319326115278	-118453.78121522363	3.740459034154672	-95.21487854355476	1.4010439626529532	3.8072707549450655
3371000	-118556.29855178452	-118459.49708293835	-96.80146884617328	-118459.49708293835	3.8247797321251142	-91.74086780573185	1.1951404360029352	3.865460604438492
3372000	-118560.00115070837	-118463.11314317131	-96.88800753705026	-118463.11314317131	4.047558798910809	-91.84680374747614	1.411595387026239	3.62960840254787
3373000	-118550.21803395092	-118449.72458972559	-100.49344422533493	-118449.72458972559	4.029550229911	-95.69657669506373	1.1672591277233277	3.62960840254787
3374000	-118567.86574488488	-118462.78904064096	-105.07670424392157	-118462.78904064096	4.120690499255762	-99.89561215143512	1.4917430756433556	3.689349016843101
3375000	-118559.82913760717	-118460.02083281378	-99.80830479339242	-118460.02083281378	3.9447458540814697	-95.02963339913306	1.0893223774162677	3.689349016843101
3376000	-118563.12069904422	-118458.84095690289	-104.27974214132537	-118458.84095690289	4.09730013613822	-99.50715085885847	1.0832422656238152	3.689349016843101
3377000	-118553.04868642634	-118456.41041170528	-96.63827472105348	-118456.41041170528	3.9169068977993744	-91.57996794865517	1.3689577555552122	3.689349016843101
3378000	-118552.59454481404	-118452.72835795478	-99.8661868592648	-118452.72835795478	4.0910677908353765	-94.91603642352585	1.260801418895854	3.689349016843101
3379000	-118553.10433948837	-118456.13086819288	-96.97347129550171	-118456.13086819288	3.9552071830775	-92.04885727481548	1.2352650038431354	3.689349016843101
3380000	-118538.78580342229	-118437.48178337351	-101.30402004877894	-118437.48178337351	4.16843651451347	-96.4035343964567	1.211136635479142	3.689349016843101
3381000	-118535.94926060048	-118436.43819309279	-99.5110675076934	-118436.43819309279	3.8204547892972403	-94.48967662794172	1.3320418629085884	3.689349016843101
3382000	-118538.29994580422	-118436.75555766618	-101.54438813803213	-118436.75555766618	4.0661668673537905	-96.53608666485842	1.3189524563306272	3.689349016843101
3383000	-118544.99040140469	-118441.20976309886	-103.78063830583814	-118441.20976309886	4.072654052254421	-98.7518606143833	1.3394286746117323	3.689349016843101
