#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:uniprotOMP_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:uniprotOMP_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:uniprotOMP_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.uniprotOMP_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:uniprotOMP_muscle" name="distribution" x="@birthRate.t:uniprotOMP_muscle">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="GammaShapePrior.s:uniprotOMP_muscle" name="distribution">
#            <parameter id="gammaShape.s:uniprotOMP_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@uniprotOMP_muscle" id="treeLikelihood.uniprotOMP_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:uniprotOMP_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:uniprotOMP_muscle" shape="@gammaShape.s:uniprotOMP_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:uniprotOMP_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:uniprotOMP_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:uniprotOMP_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:uniprotOMP_muscle" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:uniprotOMP_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	gammaShape
6968000	-118558.29849739018	-118456.12001499438	-102.17848239579375	-118456.12001499438	3.8737513373566403	-97.30886189371752	1.1970194434961006	3.6726010585801308
6969000	-118555.47378781928	-118455.77629180078	-99.69749601850467	-118455.77629180078	3.7816143343247295	-94.74541766471597	1.2794772952085685	3.6726010585801308
6970000	-118568.33881061169	-118460.14622956677	-108.19258104491547	-118460.14622956677	4.184827227316525	-103.48029074424042	1.0396892420949162	3.6726010585801308
6971000	-118558.41893508508	-118455.90684333819	-102.51209174689512	-118455.90684333819	3.9026254957027873	-97.73708724024983	1.2089554285402275	3.5660490781050656
6972000	-118549.19520666625	-118448.34752641467	-100.84768025158236	-118448.34752641467	3.660296498291792	-96.05712270995049	1.2245084635268018	3.5660490781050656
6973000	-118542.51545136802	-118440.70595280378	-101.80949856424364	-118440.70595280378	3.9443499437786187	-96.86843130505223	1.3750181810863409	3.5660490781050656
6974000	-118552.22650406887	-118450.82267471554	-101.40382935332045	-118450.82267471554	3.8908796843019946	-96.63588686409085	1.2018934111245356	3.5660490781050656
6975000	-118557.43330522177	-118454.71318185443	-102.72012336734701	-118454.71318185443	4.1019669515804775	-98.04115581420636	1.1129184750355898	3.5660490781050656
6976000	-118545.95607892307	-118444.85085991815	-101.10521900492823	-118444.85085991815	3.726135985146419	-96.41471992653007	1.1244500002931006	3.5660490781050656
6977000	-118551.8592986538	-118454.01434023037	-97.84495842343922	-118454.01434023037	3.6947684036599364	-92.38458524460064	1.4460781698439948	4.014295008994585
6978000	-118561.51931356167	-118462.73995714524	-98.77935641643231	-118462.73995714524	3.754498553981332	-93.46231328953598	1.3027481179017455	4.014295008994585
6979000	-118547.29256716928	-118448.73000937523	-98.56255779405183	-118448.73000937523	4.073041076579906	-93.2189853827548	1.3292774023024527	4.014295008994585
6980000	-118575.84790675748	-118474.41158797251	-101.43631878497014	-118474.41158797251	3.9408589479967264	-96.23892552861771	1.1830982473578433	4.014295008994585
6981000	-118552.24741485945	-118454.33747713338	-97.90993772607784	-118454.33747713338	3.8508066999530417	-92.55649798031594	1.3391447367673277	4.014295008994585
6982000	-118548.48708069357	-118448.16704998427	-100.3200307092887	-118448.16704998427	3.915713907667256	-94.99186553408055	1.313870166213581	4.014295008994585
6983000	-118545.84460601302	-118447.00473733337	-98.83986867965712	-118447.00473733337	3.9632226490007154	-93.61463155524011	1.2109421154224287	4.014295008994585
6984000	-118555.63581582782	-118453.60761342832	-102.02820239949044	-118453.60761342832	3.884315946205833	-96.80946606924327	1.2044413212525906	4.014295008994585
6985000	-118550.84846404404	-118450.72349000152	-100.12497404253212	-118450.72349000152	3.884362676543911	-94.94473296140131	1.165946072136227	4.014295008994585
6986000	-118556.38340371655	-118456.56575549042	-99.8176482261366	-118456.56575549042	3.8528714840503553	-94.57544009038612	1.2279131267559003	4.014295008994585
6987000	-118560.26328289574	-118454.576163652	-105.68711924373405	-118454.576163652	4.422743579100826	-101.02333175283283	1.2449922198782402	3.4187952710229776
6988000	-118558.10537339232	-118451.31568807381	-106.7896853185045	-118451.31568807381	3.9720251228155745	-101.95884938873046	1.1598455680241364	3.670990361749901
6989000	-118554.81234635739	-118448.15177721772	-106.6605691396745	-118448.15177721772	4.11411985402689	-101.74223472648472	1.247344051439868	3.670990361749901
6990000	-118560.00793366214	-118462.16510004755	-97.84283361458569	-118462.16510004755	3.969541838342355	-92.9778281547562	1.1940150980795958	3.670990361749901
6991000	-118565.86424105635	-118465.33588411349	-100.52835694286377	-118465.33588411349	4.053929568011067	-95.50905550512428	1.3483110759895856	3.670990361749901
6992000	-118559.91816856209	-118457.18962895966	-102.72853960242212	-118457.18962895966	3.974981397829276	-97.722997068199	1.3345521724732026	3.670990361749901
6993000	-118563.77466273269	-118461.01300284188	-102.7616598908113	-118461.01300284188	4.260607404623355	-97.77602848383016	1.314641045231241	3.670990361749901
6994000	-118561.0341208156	-118461.48826062754	-99.54586018806175	-118461.48826062754	3.819014519965224	-93.9799044400013	1.3670676445029566	4.198888103557491
6995000	-118555.54683855738	-118454.13641086401	-101.41042769335802	-118454.13641086401	3.95526166202368	-96.33148098716023	1.2084941217558522	3.870452584441936
6996000	-118559.72394947146	-118457.19997633548	-102.52397313598223	-118457.19997633548	4.017689893320432	-97.82970266612091	1.058446805610841	3.6358236642504775
6997000	-118558.55498391975	-118455.33520633975	-103.21977758000769	-118455.33520633975	3.9992639767757185	-98.20308777676614	1.380866138991071	3.6358236642504775
6998000	-118548.18900897529	-118446.97472455891	-101.21428441636894	-118446.97472455891	3.9874939655793127	-96.40313694713704	1.1753238049814132	3.6358236642504775
6999000	-118554.33161111725	-118452.60398449987	-101.72762661737016	-118452.60398449987	4.061340138942924	-96.90158647884425	1.19021647427543	3.6358236642504775
7000000	-118554.78124224239	-118448.5513771463	-106.22986509608526	-118448.5513771463	3.948096973522981	-101.36115550396389	1.2328859278708986	3.6358236642504775
7001000	-118552.27925861909	-118446.93660135964	-105.34265725944383	-118446.93660135964	4.107170591786777	-100.75832680085561	0.9485067943377271	3.6358236642504775
7002000	-118556.79384145766	-118454.35323466027	-102.44060679738809	-118454.35323466027	3.771568151874516	-97.64687594451199	1.1579071886256076	3.6358236642504775
7003000	-118562.36306865483	-118459.71191980419	-102.65114885064003	-118459.71191980419	3.8261236482724152	-97.87284117321398	1.1424840131755551	3.6358236642504775
7004000	-118542.15979355812	-118440.09229802125	-102.06749553688026	-118440.09229802125	3.9765768523527147	-97.20879749188688	1.2228743807428963	3.6358236642504775
7005000	-118559.62094368087	-118462.42379861767	-97.19714506319934	-118462.42379861767	3.5529444199660256	-91.67741171446332	1.3851403025850322	4.134593046150993
7006000	-118549.29795593378	-118451.03908815632	-98.2588677774644	-118451.03908815632	3.770709255472637	-92.96557976935128	1.1204023763854574	4.172885631727669
7007000	-118553.97681299476	-118453.14221648179	-100.83459651296977	-118453.14221648179	4.032937963960315	-95.65569356987092	1.2317563926750796	3.9471465504237666
7008000	-118553.76082191545	-118460.05405776695	-93.70676414850071	-118460.05405776695	3.7311819785742233	-88.56659180832625	1.1930257897506977	3.9471465504237666
7009000	-118559.95172902993	-118465.51072633377	-94.44100269615812	-118465.51072633377	3.6393610749645386	-89.18566824177184	1.3081879039625126	3.9471465504237666
7010000	-118555.00319928881	-118455.49608801551	-99.50711127329956	-118455.49608801551	3.8972713475711362	-94.43940481808721	1.1205599047885773	3.9471465504237666
7011000	-118553.45146979105	-118455.01779204735	-98.43367774369514	-118455.01779204735	4.068398434223536	-93.30503914063321	1.181492052638168	3.9471465504237666
7012000	-118552.00979603143	-118451.24009450697	-100.76970152445867	-118451.24009450697	4.17874370885359	-95.71480502678592	1.282220373046305	3.772676124626443
7013000	-118554.69388254816	-118455.00924739402	-99.68463515414099	-118455.00924739402	3.9317307567986943	-94.645290968363	1.2666680611515495	3.772676124626443
7014000	-118555.66077322896	-118457.48334352623	-98.17742970272661	-118457.48334352623	3.85807287584811	-93.05170154618153	1.3530520319186359	3.772676124626443
7015000	-118554.12556009398	-118454.9203267238	-99.20523337017701	-118454.9203267238	3.7835735136015964	-94.1848374258954	1.2477198196551802	3.772676124626443
7016000	-118554.88552912865	-118456.11716247306	-98.76836665558349	-118456.11716247306	3.929643084151282	-93.66583082299144	1.3298597079656147	3.772676124626443
7017000	-118550.69400148957	-118449.64219440118	-101.05180708838964	-118449.64219440118	4.063026078418964	-96.22986578330693	1.0492651804562594	3.772676124626443
7018000	-118554.06679006788	-118452.65750373904	-101.40928632883731	-118452.65750373904	3.988179456344979	-96.56676897721584	1.1177749742199834	3.724742377401486
7019000	-118554.83720523292	-118455.14416054217	-99.69304469075303	-118455.14416054217	3.915358654233265	-94.84359035839259	1.2033034159556841	3.646150916404755
7020000	-118540.086652003	-118441.86720415308	-98.21944784991315	-118441.86720415308	3.793594191402765	-93.24882597289681	1.167118649684474	3.8035032273318783
7021000	-118566.08163634317	-118465.31835996133	-100.76327638184581	-118465.31835996133	4.346047022727712	-95.89243242308451	1.0673407314294316	3.8035032273318783
7022000	-118563.48795794987	-118464.94625102941	-98.54170692045498	-118464.94625102941	3.8854216159361177	-93.3045670562796	1.4336366368435165	3.8035032273318783
7023000	-118574.04685047876	-118474.12165195403	-99.92519852472896	-118474.12165195403	3.8828403248687575	-94.72504162121658	1.396653676180508	3.8035032273318783
7024000	-118554.58794225025	-118457.97691206672	-96.61103018352688	-118457.97691206672	3.8513371571979116	-91.66078043942827	1.146746516766739	3.8035032273318783
7025000	-118556.61666636975	-118455.14505460998	-101.47161175977016	-118455.14505460998	4.037586805370688	-96.49852086434612	1.169587668092165	3.8035032273318783
7026000	-118557.70807501268	-118458.83015837907	-98.87791663360906	-118458.83015837907	3.8038155222407055	-93.91640105486765	1.0696321016144101	3.8918834771269935
7027000	-118570.01490672475	-118472.40030236091	-97.6146043638452	-118472.40030236091	3.8930505166599185	-92.37709707659378	1.3079270960379326	3.929580191213488
7028000	-118559.29370266982	-118463.0492447005	-96.2444579693188	-118463.0492447005	3.987578779031037	-90.97951750974215	1.3353602683631673	3.929580191213488
7029000	-118560.48127548108	-118463.81706034963	-96.66421513146534	-118463.81706034963	3.8740124779293303	-91.6057018426137	1.1289330976381544	3.929580191213488
7030000	-118558.22239105047	-118460.00061396734	-98.22177708313096	-118460.00061396734	3.825826051769958	-92.84746499247078	1.4447318994466911	3.929580191213488
7031000	-118567.65352261794	-118463.50195211303	-104.1515705049157	-118463.50195211303	4.1597296433129864	-99.05391267746872	1.1680776362334868	3.929580191213488
7032000	-118554.91444212904	-118451.90476760325	-103.00967452578357	-118451.90476760325	4.108626842500225	-98.09464925044131	0.9854450841287724	3.929580191213488
7033000	-118552.92911437414	-118450.70281421737	-102.22630015677963	-118450.70281421737	3.9632086571047616	-97.31687808766232	0.9798418779038165	3.929580191213488
7034000	-118556.22803724602	-118454.77420828628	-101.45382895974294	-118454.77420828628	4.123985468131807	-96.15080238129616	1.3734463872332934	3.929580191213488
7035000	-118562.60276534209	-118458.97432577601	-103.6284395660765	-118458.97432577601	3.7886555517488074	-98.27715886250155	1.4217005123614506	3.929580191213488
7036000	-118553.55686780659	-118451.93290749536	-101.6239603112376	-118451.93290749536	3.903957984597309	-96.58653440577066	1.3404358591157555	3.6969900463511802
7037000	-118563.15179801665	-118464.33974611745	-98.81205189920634	-118464.33974611745	4.055138287969551	-93.85097299378766	1.2640888590674946	3.6969900463511802
7038000	-118562.39417106372	-118461.288399331	-101.1057717327221	-118461.288399331	3.9301851541165744	-96.00853478444745	1.2352435878590389	3.8619933604156103
7039000	-118575.3686949055	-118471.90295332007	-103.46574158542991	-118471.90295332007	3.962916700711126	-98.5002792965029	1.1034689285114017	3.8619933604156103
7040000	-118556.34146329241	-118458.3215402469	-98.01992304550814	-118458.3215402469	3.9306485253301506	-93.11616690867164	1.1647943628511312	3.7389617739853653
7041000	-118562.60198813713	-118460.21136209364	-102.39062604349178	-118460.21136209364	4.0119819295847385	-97.55640379715152	1.0952604723548907	3.7389617739853653
7042000	-118579.67605634946	-118480.72189245149	-98.9541638979756	-118480.72189245149	3.775078312024247	-94.13878292291007	1.4356865452770622	3.379694429788479
7043000	-118579.76939201291	-118481.02393713099	-98.74545488191879	-118481.02393713099	3.8609481580234792	-94.21014084168104	1.118403813855648	3.4169102263821025
7044000	-118578.50378827043	-118474.18683315505	-104.31695511537954	-118474.18683315505	3.808481096918475	-99.74339822028824	1.156646668709201	3.4169102263821025
7045000	-118561.78894662701	-118460.53207220117	-101.25687442584908	-118460.53207220117	3.987601684487031	-96.60796016040095	1.2320040390660252	3.4169102263821025
7046000	-118564.04473747461	-118461.8904367011	-102.15430077351802	-118461.8904367011	4.1789142068400515	-97.70596415093028	1.0705371011807556	3.377799521406977
7047000	-118564.15800935082	-118462.15988376547	-101.99812558534872	-118462.15988376547	3.898847678295388	-97.52691196784563	1.0934140960961094	3.377799521406977
7048000	-118555.38911601591	-118457.49580219781	-97.89331381810034	-118457.49580219781	4.004340173623115	-93.25722610147112	1.2582881952222482	3.377799521406977
7049000	-118551.89118636161	-118450.17766280999	-101.71352355162371	-118450.17766280999	4.080541507084048	-97.20298224013416	1.1327417900825696	3.377799521406977
7050000	-118548.62689387494	-118450.57904997809	-98.04784389685487	-118450.57904997809	3.717211593455905	-92.87294663291534	1.1544142046199375	4.020483059319593
7051000	-118550.07141467526	-118453.3056351638	-96.76577951146083	-118453.3056351638	3.8735217252256526	-91.437703947357	1.3075925047842467	4.020483059319593
7052000	-118563.40223886243	-118466.71705935823	-96.68517950420748	-118466.71705935823	3.850792301515607	-91.47359666501443	1.1910997798734646	4.020483059319593
7053000	-118550.53826209354	-118453.59781069984	-96.94045139369811	-118453.59781069984	3.736389317733213	-91.31786825950013	1.414235593122103	4.208347541075885
7054000	-118547.91398660371	-118448.91585905734	-98.99812754638532	-118448.91585905734	3.871001166965808	-93.95028082342175	1.3522084016153375	3.695638321348221
7055000	-118546.06408808168	-118444.02108972569	-102.04299835598243	-118444.02108972569	4.2649741727072685	-97.23025364880428	1.1171063858299262	3.695638321348221
7056000	-118539.89172873762	-118440.63379457283	-99.25793416479448	-118440.63379457283	4.149290767801907	-94.32818526927588	1.234110574170368	3.695638321348221
7057000	-118539.25320052111	-118439.01501504098	-100.23818548013321	-118439.01501504098	3.8143325507569883	-94.97928768052226	1.3113505917842185	3.9475472078267257
7058000	-118540.42667022646	-118439.88806933258	-100.53860089388078	-118439.88806933258	3.991487054076282	-95.40505026311524	1.1860034229388081	3.9475472078267257
7059000	-118541.86012442014	-118443.57217339461	-98.28795102552313	-118443.57217339461	3.811587904224857	-93.16936484330489	1.1780384726687716	3.9405477095494597
7060000	-118552.34789418349	-118453.93018922722	-98.4177049562738	-118453.93018922722	3.9416515067166844	-93.3661189405662	1.111038306158135	3.9405477095494597
7061000	-118546.77876768525	-118449.78429230826	-96.99447537698164	-118449.78429230826	3.8466032366010725	-91.88199772594204	1.1719299414901407	3.9405477095494597
7062000	-118552.3349161491	-118453.4758705182	-98.85904563089662	-118453.4758705182	3.8052249881634412	-93.68245177477456	1.236046146572585	3.9405477095494597
7063000	-118551.69531229624	-118452.87380298991	-98.82150930633911	-118452.87380298991	3.6248715169365227	-93.84707592307716	1.312218852726497	3.6622145305354543
7064000	-118548.15746534245	-118448.81326801419	-99.34419732826666	-118448.81326801419	3.903439961334109	-94.3114816499939	1.3705011477373097	3.6622145305354543
7065000	-118542.46779310364	-118441.79595133057	-100.67184177307357	-118441.79595133057	3.8560939329309267	-96.24185218236495	1.1616559509255633	3.268333639783055
7066000	-118549.06030986065	-118448.08504930616	-100.97526055448965	-118448.08504930616	4.0329815780797755	-96.29059187792377	1.416335036782822	3.268333639783055
7067000	-118569.1733594486	-118465.38876217979	-103.78459726880142	-118465.38876217979	4.328624565971573	-99.45573447994038	1.060529149077987	3.268333639783055
7068000	-118559.7745278751	-118458.93441299882	-100.84011487627613	-118458.93441299882	3.998418710842853	-95.7924080077238	1.3042458137157784	3.743461054836558
7069000	-118555.27476508975	-118453.47014153854	-101.80462355121759	-118453.47014153854	4.120955213939148	-96.82590359126363	1.2352589051174105	3.743461054836558
7070000	-118555.36456022224	-118455.89670262065	-99.46785760158556	-118455.89670262065	3.8829082220743976	-94.51346447765926	1.2109320690897516	3.743461054836558
7071000	-118551.72822753948	-118452.9784357072	-98.74979183228162	-118452.9784357072	3.646660996409704	-93.86605634281827	1.1402744346267941	3.743461054836558
7072000	-118550.6275921995	-118447.72571832777	-102.90187387173219	-118447.72571832777	3.76648632167597	-97.87129144841902	1.2871213684766207	3.743461054836558
7073000	-118545.44326194387	-118448.21342015121	-97.22984179266861	-118448.21342015121	3.622023683395863	-92.12649534611946	1.3598853917125995	3.743461054836558
7074000	-118544.97092256618	-118445.64674961162	-99.32417295455636	-118445.64674961162	3.7919903748793375	-94.35862922232916	1.222082677390652	3.743461054836558
7075000	-118553.52173560277	-118455.3550661539	-98.16666944886744	-118455.3550661539	3.8228960041058215	-93.13849122555206	1.2847171684788146	3.743461054836558
7076000	-118546.11942198813	-118446.08520826821	-100.03421371991624	-118446.08520826821	3.7430183023304924	-94.94724671850082	1.3435059465788535	3.743461054836558
7077000	-118546.3136130265	-118446.0184369375	-100.29517608899287	-118446.0184369375	3.9409410350304097	-95.11771213193933	1.4340029022169922	3.743461054836558
7078000	-118548.65764140846	-118453.31503037871	-95.34261102975141	-118453.31503037871	3.892254442546706	-90.35341014415036	1.2457398307644951	3.743461054836558
7079000	-118551.41580358362	-118447.94839439046	-103.46740919314502	-118447.94839439046	4.071444448754097	-98.39917361813166	1.3247745201768024	3.743461054836558
7080000	-118559.76539121619	-118459.98600987927	-99.77938133692497	-118459.98600987927	3.805995220449589	-94.85506737971538	1.2590513638714633	3.6652625933381335
7081000	-118552.31485354649	-118453.54269990472	-98.77215364177316	-118453.54269990472	4.0247468653828875	-93.720888238916	1.2766495002042662	3.7746159026528865
7082000	-118556.60397779873	-118453.57858926026	-103.02538853847176	-118453.57858926026	4.335029698266377	-98.03976970655016	1.211002929268713	3.7746159026528865
7083000	-118554.09316024775	-118450.30728171332	-103.78587853443132	-118450.30728171332	3.8654274429396858	-98.65884445702238	1.3524181747560493	3.7746159026528865
7084000	-118549.17018698782	-118448.01999677176	-101.15019021604851	-118448.01999677176	3.8828431804780608	-95.78846429375592	1.4235540202324397	3.938171902060155
7085000	-118551.44071479295	-118451.42321654949	-100.0174982434521	-118451.42321654949	3.7628473304444703	-94.47288747374479	1.5391232849516079	4.005487484755686
7086000	-118561.40037425238	-118462.7074733805	-98.69290087186555	-118462.7074733805	3.8815846878414297	-93.613811917902	1.073601469207861	4.005487484755686
7087000	-118543.31116835478	-118443.0266948135	-100.28447354127496	-118443.0266948135	4.003231009109505	-95.70853329274493	1.120248894631091	3.455691353898947
7088000	-118558.76200120637	-118459.05252445195	-99.70947675442015	-118459.05252445195	3.6366439110312663	-95.01814901162604	1.2356363888951796	3.455691353898947
7089000	-118547.7620352644	-118445.95072733909	-101.81130792531513	-118445.95072733909	3.991403511047159	-97.13206783462738	1.2235487367888087	3.455691353898947
7090000	-118539.24928568793	-118437.52360472907	-101.72568095886281	-118437.52360472907	3.9091791729061662	-97.0048477379606	1.2651418670032604	3.455691353898947
7091000	-118540.73381347775	-118437.01969333715	-103.71412014060004	-118437.01969333715	3.967565107830816	-99.16067078306673	1.0977580036343673	3.455691353898947
7092000	-118539.16810059332	-118431.69997596592	-107.46812462739251	-118431.69997596592	4.241781255389064	-102.68152214049599	1.330911132997588	3.455691353898947
7093000	-118529.17732035872	-118429.92918650784	-99.2481338508855	-118429.92918650784	3.9526517448747223	-94.59622113264325	1.1962213643433088	3.455691353898947
7094000	-118524.1138112533	-118422.47941823152	-101.63439302177065	-118422.47941823152	4.068573555627174	-96.99011892450928	1.1794497665874328	3.4648243306739355
7095000	-118550.08164310992	-118447.03572506955	-103.04591804037337	-118447.03572506955	4.24457323133496	-98.35067531244137	1.2307516226834743	3.464491105248532
7096000	-118561.06796088642	-118459.67707279373	-101.39088809269256	-118459.67707279373	4.04836705088498	-96.73697804881411	1.1894189386299243	3.464491105248532
7097000	-118549.13436122618	-118450.32328899822	-98.81107222796314	-118450.32328899822	3.9416386713957756	-94.00771328898117	1.3388678337334499	3.464491105248532
7098000	-118565.16989935178	-118462.63667362682	-102.53322572495757	-118462.63667362682	3.847466319028805	-97.85938293946826	1.209351680240786	3.464491105248532
7099000	-118569.02559033642	-118465.38241463403	-103.64317570238273	-118465.38241463403	4.112192680087181	-98.7110345271341	1.0882893382314212	3.843851837017215
7100000	-118536.51901955683	-118443.30472715461	-93.21429240221919	-118443.30472715461	3.760404873778222	-88.11679436948135	1.2536461957206253	3.843851837017215
7101000	-118548.6866347419	-118451.89318087357	-96.79345386833027	-118451.89318087357	3.9101177853382736	-91.77917771481624	1.170424316496814	3.843851837017215
7102000	-118555.55308378111	-118457.04930382365	-98.5037799574607	-118457.04930382365	3.9585590525709375	-93.3700035502557	1.2899245701877848	3.843851837017215
7103000	-118554.79993302298	-118459.4761179763	-95.32381504667912	-118459.4761179763	3.8408552450327655	-90.19476210809825	1.2852011015636522	3.843851837017215
7104000	-118558.35348852034	-118456.2543413087	-102.09914721164998	-118456.2543413087	4.111568109575173	-97.43921042867991	1.2553792965682458	3.404557486401815
7105000	-118567.55852403044	-118467.6362830764	-99.92224095403843	-118467.6362830764	3.9220117276943705	-95.41970672713015	1.0979767405064629	3.404557486401815
7106000	-118559.87715450222	-118457.51202121167	-102.36513329054014	-118457.51202121167	3.8723902164375352	-97.50120228385684	1.385010567200719	3.4789204394825832
7107000	-118567.07622995945	-118462.80027220957	-104.27595774988717	-118462.80027220957	3.9101628145688476	-99.65740890897656	1.139628401428031	3.4789204394825832
7108000	-118555.69643923834	-118455.75019981153	-99.94623942681208	-118455.75019981153	3.7629054478775346	-94.99202189676491	1.0630044618131882	3.8912130682339794
7109000	-118553.9423075987	-118458.11615097718	-95.82615662151822	-118458.11615097718	3.5943617603565006	-90.59090030114335	1.344043252140886	3.8912130682339794
7110000	-118552.32839796296	-118453.32829256094	-99.00010540202912	-118453.32829256094	3.755600074556518	-93.94261242335553	1.1662799104396158	3.8912130682339794
7111000	-118562.31278658115	-118462.82980515907	-99.48298142208776	-118462.82980515907	3.8602478397580535	-94.19140688564104	1.2211020606480947	4.070472475798617
7112000	-118546.09837483411	-118451.63151818905	-94.46685664506185	-118451.63151818905	3.6031515623088115	-89.13540923534552	1.2609749339177019	4.070472475798617
7113000	-118542.56493777546	-118445.2599838643	-97.30495391116446	-118445.2599838643	3.728288659287064	-92.10581178366715	1.1286696516986832	4.070472475798617
7114000	-118542.42244076419	-118444.86193741065	-97.56050335353558	-118444.86193741065	3.9911896492106433	-92.28955655513484	1.200474322602115	4.070472475798617
7115000	-118554.79385905665	-118454.85644235066	-99.937416705994	-118454.85644235066	3.7545782037047397	-94.71207866637774	1.1548655638176506	4.070472475798617
7116000	-118562.79612291056	-118463.16069146874	-99.63543144180599	-118463.16069146874	3.95816690631811	-94.74153865706276	1.2216832163353553	3.672209568407883
7117000	-118558.0870604173	-118458.89890838659	-99.1881520307115	-118458.89890838659	3.694930062374746	-94.49355069269654	1.0223917696070892	3.672209568407883
7118000	-118567.38216983316	-118467.49134228472	-99.89082754844272	-118467.49134228472	3.8442940378388637	-94.80439876377388	1.4142192162609597	3.672209568407883
7119000	-118569.48385853147	-118469.56410099831	-99.91975753317033	-118469.56410099831	4.021863194982506	-94.85979569973277	1.3877522650296685	3.672209568407883
7120000	-118566.76802652093	-118467.73383138872	-99.03419513222167	-118467.73383138872	4.081462535680473	-94.09164955190438	1.2703360119094051	3.672209568407883
7121000	-118552.80483763454	-118452.2796072786	-100.52523035593627	-118452.2796072786	3.944581141677607	-95.53952006199447	1.3135007255339295	3.672209568407883
7122000	-118544.42743353009	-118450.59447969022	-93.83295383986544	-118450.59447969022	3.7379786241313093	-88.79408875592364	1.3666555155339146	3.672209568407883
7123000	-118553.31364958026	-118451.99940718935	-101.31424239091962	-118451.99940718935	3.8844538076355706	-96.60188643646414	1.0401463860475895	3.672209568407883
7124000	-118549.87944220324	-118453.45337823998	-96.42606396325897	-118453.45337823998	3.790841019628577	-91.44712956866358	1.3067248261875013	3.672209568407883
7125000	-118547.52901484542	-118448.7580430465	-98.77097179891634	-118448.7580430465	3.7269352466776686	-94.0010859212277	1.0976763092807638	3.672209568407883
7126000	-118542.25834002007	-118448.9127606476	-93.34557937246515	-118448.9127606476	3.6702665599668687	-87.78537817085822	1.4494762831225703	4.110724918484361
7127000	-118548.53124030039	-118450.7906890471	-97.74055125329244	-118450.7906890471	3.6615147285426235	-92.23272153310583	1.3971048017022456	4.110724918484361
7128000	-118555.04703283281	-118456.81387996767	-98.23315286513686	-118456.81387996767	3.8813823042308444	-92.9570320554794	1.16539589117309	4.110724918484361
7129000	-118554.50091846843	-118453.49238248667	-101.00853598176123	-118453.49238248667	4.156068879486641	-95.39602759129126	1.5017834719856045	4.110724918484361
7130000	-118550.89116064277	-118450.8359080706	-100.05525257217305	-118450.8359080706	3.8148619148627554	-94.63377155929452	1.3107560943941625	4.110724918484361
7131000	-118547.75820436339	-118447.57629467636	-100.18190968703772	-118447.57629467636	4.213219245081134	-94.89640624337906	1.174778525174293	4.110724918484361
7132000	-118548.55530352252	-118447.57705072383	-100.97825279868249	-118447.57705072383	4.130985105193798	-95.74089843102483	1.1266294491732884	4.110724918484361
7133000	-118550.26916788467	-118454.56949724976	-95.69967063491684	-118454.56949724976	3.7596566366990696	-90.40391375899797	1.185031957434502	4.110724918484361
7134000	-118549.79944332271	-118450.63096966707	-99.16847365564436	-118450.63096966707	3.950313220097603	-93.83146029251111	1.2262884446488833	4.110724918484361
7135000	-118550.26509906897	-118452.60129763793	-97.66380143104546	-118452.60129763793	3.8874070733780806	-92.42544309881455	1.1276334137465411	4.110724918484361
7136000	-118548.10966136632	-118449.46282349613	-98.64683787019807	-118449.46282349613	3.7783918661432465	-93.38263770098284	1.153475250730859	4.110724918484361
7137000	-118543.92194609373	-118444.4738399621	-99.44810613163524	-118444.4738399621	4.053427693916429	-93.90728214244037	1.4300990707105157	4.110724918484361
