Label,Cluster,Color,PassOne,PassOneCol
Washington.USA/5.17/FH11/G,1.9,#0072B2,1,#3cb44b
Massachusetts.USA/10.16/2/G,3.7,#D55E00,3,#4363d8
Missouri.USA/50.16/FH125/G,5.5,#CC79A7,5,#ba3fdf
Missouri.USA/32.16/FH88/G,6.4,#f46d43,6,#42d4f4
Washington.USA/2.17/FH26/G,1.8,#abd9e9,1,#3cb44b
Massachusetts.USA/8.16/3/G,3.6,#e6194B,3,#4363d8
Massachusetts.USA/14.17/G,5.4,#3cb44b,5,#ba3fdf
Massachusetts.USA/33.16/1/G,6.3,#ffe119,6,#42d4f4
Washington.USA/1.17/FH77/G,1.7,#4363d8,1,#3cb44b
Massachusetts.USA/11.16/4/G,3.5,#f58231,3,#4363d8
Massachusetts.USA/8.17/G,5.3,#ba3fdf,5,#ba3fdf
Massachusetts.USA/27.16/2/G,6.2,#42d4f4,6,#42d4f4
Washington.USA/50.16/FH4/G,1.6,#bfef45,1,#3cb44b
Massachusetts.USA/17.16/8/G,3.4,#fabed4,3,#4363d8
Missouri.USA/41.16/FH122/G,5.2,#469990,5,#ba3fdf
NewHampshire.USA/40.16/G,6.1,#dcbeff,6,#42d4f4
Washington.USA/49.16/FH55/G,1.5,#9A6324,1,#3cb44b
Massachusetts.USA/10.16/13/G,3.3,#b3a400,3,#4363d8
Indiana.USA/48.16/G,5.1,#800000,5,#ba3fdf
Arkansas.USA/38.16/G,1.4,#82baff,1,#3cb44b
Massachusetts.USA/14.16/1/G,3.2,#808000,3,#4363d8
Washington.USA/20.17/FH82/G,1.3,#ffd8b1,1,#3cb44b
Massachusetts.USA/10.16/3/G,3.1,#0072B2,3,#4363d8
Washington.USA/4.17/FH103/G,1.2,#999999,1,#3cb44b
Washington.USA/7.17/FH106/G,1.1,#E69F00,1,#3cb44b
